TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
1,0.0003545598,0.0001084015,5.104041E-05,0.000504254,1.41818E-06,0.0003237949,8.408296E-05,0.003645681,1.559396E-05,0.002971573,0.0007147983,0.005732295,0.005213535,0.004384886,0.001240433,0.001581059,1.170537E-06,9.446314E-05,5.433018E-05,0.0001833749,0.001481743,0.001616837,2.210931E-09,0.0003918119,4.353586E-05,0.0005389758,0.00167673,1.346987E-09,0.0005326744,0.003148404,0.001264323,0.0008444936,0.00291339,0.006291898,0.01683404,0.0005062976,0.001950026,0.0004464321,0.005952215,0.0119032,0.003165532,0.009250257,3.550515E-05,0.001264049,0.009980764,0.0001224718,0.0004449411,0.0005240309,0.0001992021,0.01299231,0.006427045,0.0006546635,4.024663E-05,2.903963E-07,0.01986278,0.002679109,0.0005184555,0.01818898,0.1207534,0.05643777,0.08682941,0.02652897,0.03123755,0.00275817
2,0.0003546753,0.0001083171,5.136076E-05,0.000504287,1.417113E-06,0.000327919,8.407021E-05,0.003658432,1.587912E-05,0.00300355,0.0007154534,0.005749725,0.005480571,0.004379516,0.001229763,0.001478604,1.170157E-06,0.0001023517,5.45597E-05,0.0001781153,0.001474117,0.001595131,2.181592E-09,0.000402273,4.202081E-05,0.0005369463,0.001636899,1.151386E-09,0.0005286791,0.003136389,0.001264559,0.0008387414,0.002860125,0.006555611,0.01734371,0.0005151248,0.001948496,0.0004378943,0.006049457,0.01203725,0.003273957,0.009470231,3.536504E-05,0.001260296,0.009753761,0.0001198122,0.0004423138,0.000565024,0.0001733319,0.01324892,0.006452897,0.0006158074,4.241821E-05,3.128477E-07,0.02021201,0.002704206,0.0005195572,0.01623545,0.1189689,0.05763429,0.08496512,0.02755618,0.03133963,0.002634896
3,0.0003533391,0.0001083953,5.172032E-05,0.0005044413,1.415961E-06,0.0003303047,8.414327E-05,0.003672594,1.614954E-05,0.003037998,0.0007169842,0.005766728,0.005714662,0.004369071,0.001213277,0.001587243,1.165124E-06,0.0001076468,5.465927E-05,0.0001731668,0.001462079,0.001561986,2.108517E-09,0.0003984706,4.123064E-05,0.0005342764,0.001585779,9.444274E-10,0.0005129731,0.003120871,0.001264806,0.0008236917,0.002779283,0.006823561,0.0178464,0.0005238046,0.001953,0.00042561,0.006024507,0.01215158,0.003382992,0.009695978,3.5279E-05,0.001260748,0.009460204,0.0001156397,0.0004379073,0.0006045577,0.0001576606,0.01584241,0.007572158,0.0006593817,5.140775E-05,3.361988E-07,0.02054011,0.002732033,0.0005167946,0.01406648,0.1170332,0.05825247,0.08292484,0.02827881,0.03112951,0.002517853
4,0.0003520558,0.0001085373,5.199658E-05,0.0005045239,1.414752E-06,0.0003277729,8.417566E-05,0.003688339,1.642213E-05,0.003075915,0.0007187831,0.005784695,0.005780649,0.004351768,0.001208387,0.001738844,1.151649E-06,0.0001122071,5.455458E-05,0.0001713736,0.001454146,0.001542526,2.053438E-09,0.0003956318,4.112595E-05,0.0005316502,0.001549204,9.070941E-10,0.000519642,0.003118478,0.001263054,0.0008077853,0.002699855,0.007049695,0.01829368,0.0005323231,0.001954183,0.0004141149,0.006076134,0.01231893,0.003476506,0.009900168,3.519401E-05,0.001261725,0.009320501,0.0001113817,0.0004367012,0.0006364732,0.0001426504,0.01898118,0.009073869,0.0007282977,6.388774E-05,3.603223E-07,0.0210106,0.002757859,0.0005073859,0.01239984,0.1150109,0.05828062,0.08203046,0.02869536,0.03078062,0.002431057
5,0.0003527026,0.0001088411,5.236448E-05,0.0005044695,1.41351E-06,0.0003256773,8.413378E-05,0.003705814,1.669678E-05,0.003117625,0.0007209934,0.005803288,0.00586638,0.004335155,0.001215185,0.001754074,1.11998E-06,0.0001175892,5.47429E-05,0.0001709274,0.001453717,0.001553246,2.047625E-09,0.0003933706,4.173916E-05,0.0005293229,0.00154331,1.16772E-09,0.0005590721,0.00312338,0.001259731,0.0007961727,0.002648624,0.007215042,0.01869802,0.0005407485,0.00195234,0.0004123395,0.006292904,0.01250072,0.003549774,0.01007409,3.511232E-05,0.001262574,0.009331076,0.0001081254,0.0004371978,0.0006647988,0.0001295983,0.018491,0.009048413,0.000720073,7.133156E-05,3.839939E-07,0.02152605,0.002781415,0.0004951032,0.01165878,0.1131793,0.05817108,0.08134268,0.02911426,0.03040829,0.002397918
6,0.0003547906,0.0001094494,5.290442E-05,0.0005043639,1.412262E-06,0.0003262316,8.407892E-05,0.003727878,1.701473E-05,0.003170357,0.0007230933,0.005828468,0.00601477,0.004321583,0.001224224,0.001751097,1.274858E-06,0.000130542,5.515283E-05,0.0001721064,0.001456971,0.0015701,2.073148E-09,0.0003914916,4.267119E-05,0.000527424,0.001558608,1.372782E-09,0.0005888652,0.003129107,0.001256583,0.0007900272,0.002638988,0.007248607,0.01896139,0.0005483063,0.001950549,0.0004172441,0.006552175,0.01268118,0.003565422,0.01020564,3.504484E-05,0.001263668,0.00938627,0.0001072281,0.0004374126,0.0006897233,0.000119547,0.01763877,0.008986156,0.0007145676,7.859211E-05,4.059839E-07,0.02205578,0.002800248,0.0004849539,0.01164941,0.1123341,0.05850513,0.08070686,0.0292567,0.03018844,0.002426345
7,0.0003566412,0.0001101011,5.32885E-05,0.0005044311,1.411228E-06,0.0003271102,8.411948E-05,0.003761105,1.729948E-05,0.003229511,0.0007248487,0.005860336,0.005855673,0.004326511,0.001232435,0.00177824,1.206808E-06,0.0001322927,5.55568E-05,0.0001761446,0.001471456,0.00159483,2.118933E-09,0.0003912736,4.377624E-05,0.000526382,0.001583628,1.411647E-09,0.0005999509,0.003145436,0.001255629,0.00079003,0.002663403,0.006942686,0.01853752,0.0005405684,0.001954288,0.0004240581,0.006534022,0.01272055,0.003447266,0.01018807,3.501428E-05,0.001265575,0.00946827,0.0001084469,0.0004401232,0.0006507348,0.0001142457,0.01691119,0.008961347,0.0007201302,8.578489E-05,3.827894E-07,0.02136865,0.002803787,0.0004826343,0.01225678,0.113264,0.0592684,0.08114661,0.02832986,0.0304092,0.002519539
8,0.0003561869,0.0001103027,5.332628E-05,0.0005046581,1.410332E-06,0.000325893,8.422881E-05,0.003794897,1.739087E-05,0.003278042,0.0007251536,0.005874833,0.005255181,0.004342982,0.001232769,0.001774016,9.013137E-07,0.0001223727,5.6402E-05,0.0001800026,0.001484482,0.001613321,2.151396E-09,0.0003891936,4.481349E-05,0.0005260418,0.001610315,1.347484E-09,0.000593868,0.003150645,0.001256949,0.000794087,0.002706038,0.00653128,0.01779114,0.0005295941,0.001963864,0.0004284021,0.006203328,0.01265468,0.003273049,0.01005681,3.50234E-05,0.001268272,0.009534516,0.0001109425,0.0004401087,0.0005809946,0.0001141749,0.01764413,0.009071584,0.0007518161,9.50657E-05,3.416354E-07,0.02022696,0.002761238,0.000486765,0.01326795,0.1150009,0.05985418,0.08200956,0.02702418,0.03082422,0.002645439
9,0.0003545075,0.000109821,5.314095E-05,0.0005050091,1.40961E-06,0.0003230543,8.438563E-05,0.003821006,1.732728E-05,0.003309006,0.0007233637,0.00585688,0.004778509,0.004360706,0.001228162,0.001764306,7.775949E-07,7.962715E-05,5.766643E-05,0.0001841803,0.001493969,0.001622583,2.172716E-09,0.0003859442,4.558399E-05,0.0005263182,0.001633095,1.209301E-09,0.0005657378,0.003136043,0.001259956,0.0008007152,0.002758328,0.00611002,0.01684835,0.0005189235,0.001979382,0.0004302153,0.005795061,0.01244993,0.003085589,0.009798343,3.505985E-05,0.001270931,0.009584922,0.0001142431,0.0004368419,0.0005236277,0.000119314,0.01780823,0.008565878,0.0007420692,9.758127E-05,2.99529E-07,0.01896653,0.002687764,0.0004973021,0.01460688,0.1164792,0.05967302,0.08287887,0.0256242,0.03097822,0.002769992
10,0.0003533021,0.0001089088,5.286102E-05,0.0005052434,1.409016E-06,0.0003207267,8.448261E-05,0.003840918,1.736708E-05,0.003332524,0.0007212341,0.005844926,0.00449903,0.004365929,0.001230766,0.001722303,7.674374E-07,6.351778E-05,5.722972E-05,0.000188225,0.001499123,0.001621299,2.183701E-09,0.0003845534,4.557103E-05,0.0005276094,0.001640932,9.771947E-10,0.0005090451,0.00307037,0.001264482,0.0008092557,0.00281379,0.005705975,0.01581445,0.0005084791,0.001992649,0.0004345404,0.005447563,0.01206117,0.002920309,0.009411655,3.509333E-05,0.001272597,0.009716086,0.0001177387,0.0004378576,0.000469678,0.0001289776,0.01649491,0.007718825,0.0007188216,9.635709E-05,2.58748E-07,0.01778216,0.002637389,0.0005117265,0.01628709,0.1184001,0.05652473,0.0847575,0.02417167,0.03036185,0.002862735
11,0.0003520806,0.0001081738,5.270276E-05,0.0005052834,1.408503E-06,0.0003194607,8.448528E-05,0.003859649,1.760783E-05,0.003359222,0.0007197278,0.005852674,0.004576812,0.004350241,0.001235614,0.001615285,9.638571E-07,5.120581E-05,5.612256E-05,0.0001902882,0.00150062,0.00163288,2.174109E-09,0.0003838902,4.571228E-05,0.0005297074,0.001657322,1.003469E-09,0.0004519889,0.003026998,0.001267243,0.0008179549,0.002865333,0.005693141,0.01564628,0.0005042151,0.001988414,0.0004413989,0.00546983,0.01181014,0.002901402,0.009197218,3.51184E-05,0.001275546,0.009864326,0.0001208008,0.0004418551,0.0004600729,0.0001360505,0.01529612,0.006606008,0.0006427068,8.636966E-05,2.528211E-07,0.01803607,0.002638281,0.0005173606,0.0179893,0.1206498,0.05460127,0.08654316,0.02430101,0.03045817,0.002893161
12,0.0003509629,0.0001255842,0.0002398443,0.0005051845,2.222827E-06,0.0003950289,8.438038E-05,0.003872714,1.794558E-05,0.003387967,0.000718881,0.005867516,0.004763867,0.002784116,0.001080245,0.001404888,1.075243E-06,9.427975E-05,5.539828E-05,0.0001889355,0.001422319,0.001640913,2.179183E-09,0.001238642,0.0001534364,0.0005315769,0.001678062,1.284567E-09,0.0004395076,0.003143183,0.001386167,0.0007817995,0.002907981,0.005871457,0.01599317,0.0005093502,0.001974894,0.0004482248,0.005691949,0.01190603,0.002959933,0.009246705,0.0003147428,0.002672092,0.00998014,0.0001229062,0.0004443768,0.0004865958,0.0001373744,0.01054976,0.004909598,0.0004483956,6.05836E-05,2.684041E-07,0.0187984,0.002655094,0.0005181235,0.01903075,0.1252627,0.05009858,0.08969367,0.02537044,0.03086595,0.002852844
13,0.0003514659,0.0001251289,0.0002376472,0.0005050803,2.221497E-06,0.0003982222,8.426027E-05,0.00388333,1.829328E-05,0.003418908,0.0007189753,0.005884475,0.00498725,0.002788554,0.001085562,0.001319033,1.152736E-06,0.0001139861,5.510764E-05,0.0001863286,0.001423216,0.001645503,2.171561E-09,0.001186168,0.0001399206,0.0005315386,0.001673755,1.313345E-09,0.0004706964,0.003142374,0.001383567,0.0007870122,0.002910288,0.00612391,0.01651184,0.0005174527,0.001962976,0.0004481925,0.005942246,0.01210001,0.003050131,0.009416372,0.0003119034,0.002633956,0.009973576,0.0001231442,0.0004455808,0.0005252103,0.0001282463,0.01062666,0.005167443,0.0004324687,5.933884E-05,2.916863E-07,0.01953061,0.002673877,0.0005186404,0.01819709,0.1245051,0.05132208,0.08942615,0.02653671,0.03125358,0.002758071
14,0.0003516949,0.0001250311,0.0002364216,0.0005051418,2.219998E-06,0.0004019284,8.424928E-05,0.00389434,1.862625E-05,0.003453461,0.0007202576,0.005901455,0.005247989,0.002803769,0.001078883,0.001244578,1.202277E-06,0.0001253658,5.532742E-05,0.0001809835,0.001418084,0.001621858,2.14454E-09,0.00116453,0.0001223177,0.0005296234,0.001633478,1.122885E-09,0.0004681958,0.003129691,0.001382722,0.0007826576,0.002856817,0.006386018,0.01702109,0.0005261293,0.001961174,0.0004395555,0.006039222,0.01222971,0.003157634,0.0096338,0.0003084306,0.00258403,0.009746572,0.0001204395,0.0004427224,0.0005660699,0.0001114975,0.01051304,0.005560167,0.0004154516,5.730698E-05,3.142262E-07,0.01988427,0.002695697,0.0005197975,0.01624398,0.1221134,0.05247194,0.08741812,0.02756267,0.03135514,0.002634478
15,0.0003504619,0.0001251147,0.0002346029,0.0005053242,2.21836E-06,0.000403061,8.432379E-05,0.003906667,1.894186E-05,0.003490698,0.0007224148,0.005918011,0.005477454,0.002820861,0.001067613,0.00123051,1.232837E-06,0.0001314806,5.54156E-05,0.0001758989,0.001408692,0.001585792,2.074609E-09,0.001135812,0.0001060865,0.0005270772,0.001581831,9.215767E-10,0.0004553363,0.00311283,0.001381547,0.0007697354,0.002775709,0.006652239,0.01752306,0.0005346509,0.001965346,0.0004271411,0.006013538,0.01233936,0.003265786,0.00985632,0.0003047571,0.002532111,0.009451983,0.0001162052,0.0004379399,0.0006053285,9.161542E-05,0.01149199,0.006723302,0.0004346888,5.893153E-05,3.376176E-07,0.02021652,0.002718674,0.000517082,0.01407466,0.1195191,0.05310698,0.08520829,0.02828428,0.03114247,0.002516768
16,0.0003492794,0.0001252708,0.0002322215,0.0005054301,2.216628E-06,0.0003981248,8.43566E-05,0.003920375,1.925961E-05,0.00353167,0.0007248314,0.005935537,0.00554505,0.002834295,0.001066539,0.001187308,1.242699E-06,0.0001344557,5.529526E-05,0.0001740118,0.001403234,0.001564386,2.022226E-09,0.001109113,9.359961E-05,0.0005245714,0.001544877,8.863973E-10,0.0004624018,0.0031093,0.001378076,0.0007560185,0.002695995,0.006877438,0.01797,0.0005430146,0.001966029,0.0004154627,0.006063454,0.01250283,0.003358801,0.0100561,0.0003009603,0.002480726,0.009310899,0.0001118679,0.00043615,0.0006367288,7.257581E-05,0.01194169,0.007828399,0.000453789,5.987002E-05,3.616426E-07,0.02068653,0.002736536,0.000507686,0.0124078,0.1169022,0.05319832,0.08417356,0.02869971,0.03078987,0.002429305
17,0.0003500399,0.0001256154,0.0002302465,0.0005053974,2.214842E-06,0.0003937886,8.431346E-05,0.003935549,1.957947E-05,0.003576677,0.0007276564,0.005953677,0.005631494,0.002847645,0.001075688,0.001049672,1.236031E-06,0.0001356114,5.547222E-05,0.0001735332,0.001405065,0.001575145,2.017871E-09,0.001084644,8.497028E-05,0.0005223534,0.001538978,1.143275E-09,0.0004987783,0.003113361,0.001372851,0.0007463099,0.002644562,0.007043017,0.01837442,0.000551298,0.001963475,0.0004135031,0.006276789,0.01268078,0.003432089,0.01022464,0.0002972312,0.002431613,0.009319999,0.0001085167,0.000435931,0.0006643179,5.721787E-05,0.01000378,0.007349588,0.0004137804,5.303362E-05,3.85137E-07,0.0211997,0.002747582,0.0004953889,0.01166511,0.1145579,0.05315381,0.08335773,0.02911721,0.03041365,0.002395718
18,0.0003522465,0.0001263157,0.0002290528,0.0005053074,2.213048E-06,0.0003927265,8.42563E-05,0.003955619,1.994838E-05,0.003634072,0.0007303678,0.005978582,0.005777941,0.002862168,0.001086683,0.0009539559,1.238986E-06,0.0001361073,5.587368E-05,0.000174758,0.001410392,0.001592374,2.044016E-09,0.001061799,7.871167E-05,0.0005205511,0.001554511,1.344592E-09,0.0005263489,0.003118376,0.001367861,0.0007417122,0.00263484,0.007079244,0.01864068,0.0005587296,0.001960857,0.0004182436,0.006532243,0.0128572,0.003449224,0.01035007,0.0002937184,0.002386204,0.009373741,0.0001075244,0.0004354452,0.0006884312,4.602209E-05,0.008504086,0.007049692,0.0003891364,4.810427E-05,4.069012E-07,0.02172719,0.002753306,0.0004851912,0.01165344,0.113296,0.05350504,0.08260104,0.02925834,0.03019044,0.002423848
19,0.0003541907,0.0001270629,0.000227212,0.0005053866,2.211597E-06,0.0003921224,8.42936E-05,0.0039878,2.027902E-05,0.003698899,0.0007327125,0.00601033,0.00562432,0.002888046,0.001096791,0.0009112205,1.030844E-06,0.0001261603,5.626419E-05,0.000178888,0.001426324,0.001617481,2.090256E-09,0.001042536,7.3951E-05,0.0005195841,0.001579859,1.381546E-09,0.0005368977,0.003133703,0.00136534,0.0007428784,0.002659183,0.006780185,0.0182277,0.0005508999,0.00196373,0.0004249066,0.006511005,0.01289126,0.00333488,0.01032559,0.0002906237,0.002345479,0.009454543,0.0001086783,0.0004375443,0.0006484703,3.811819E-05,0.007337371,0.006877644,0.0003772952,4.493428E-05,3.833147E-07,0.02104872,0.002744977,0.000482774,0.01225884,0.1138971,0.05424408,0.08294535,0.02833154,0.03040903,0.002516826
20,0.0003537723,0.0001272767,0.0002239398,0.0005056214,2.210367E-06,0.0003890541,8.439794E-05,0.004021506,2.038742E-05,0.003752277,0.0007335418,0.006024215,0.005044337,0.002921121,0.001099664,0.0008764839,7.081754E-07,0.0001105003,5.709882E-05,0.0001828191,0.001440814,0.001635966,2.123494E-09,0.001019794,6.978135E-05,0.0005193006,0.001606936,1.318333E-09,0.0005319873,0.003137974,0.001365369,0.0007478449,0.002701706,0.006377009,0.01749504,0.0005398663,0.001972451,0.0004291168,0.006178523,0.01281956,0.003165518,0.0101865,0.0002879551,0.002308922,0.009520048,0.0001111326,0.0004370934,0.0005779146,3.25643E-05,0.006519191,0.006779336,0.0003718272,4.306802E-05,3.41893E-07,0.01992025,0.002692901,0.000486802,0.01326913,0.1153715,0.05481885,0.08372745,0.02702627,0.03082427,0.002642854
21,0.0003521042,0.0001266877,0.0002198341,0.000505977,2.209403E-06,0.0003841157,8.454853E-05,0.004048211,2.031564E-05,0.003786435,0.0007322173,0.006004808,0.004584548,0.002954742,0.001097944,0.0008336351,4.844176E-07,6.05528E-05,5.835893E-05,0.000187056,0.001451894,0.001644735,2.145967E-09,0.0009953544,6.563649E-05,0.0005196196,0.001630035,1.183379E-09,0.0005072356,0.00312241,0.001367313,0.0007552329,0.002753829,0.005964014,0.01656699,0.0005291609,0.001987153,0.0004308258,0.005770145,0.01260859,0.002983265,0.009919845,0.0002855995,0.002274588,0.009570135,0.0001144053,0.0004335991,0.0005202254,2.871285E-05,0.005221232,0.005775856,0.0003206559,3.641565E-05,2.996856E-07,0.01867446,0.002613431,0.0004972342,0.01460755,0.1166341,0.05469033,0.08452312,0.0256268,0.03098148,0.002768078
22,0.0003509151,0.0001255992,0.0002155248,0.0005062131,2.208646E-06,0.0003799383,8.464016E-05,0.004068627,2.036522E-05,0.003812066,0.0007305748,0.005991597,0.004316075,0.002979351,0.001102461,0.0007814656,3.061091E-07,3.83847E-05,5.789753E-05,0.0001911332,0.001458677,0.001642015,2.158557E-09,0.0009777113,6.057724E-05,0.0005209389,0.001638018,9.58017E-10,0.0004570073,0.003055427,0.00137099,0.000764413,0.002809105,0.005567899,0.01554767,0.0005186644,0.001999657,0.0004351224,0.005423706,0.01221367,0.002822738,0.009525748,0.0002833126,0.002241088,0.009701646,0.0001178774,0.0004346123,0.0004664716,2.525399E-05,0.003482456,0.003927765,0.0002310605,2.623501E-05,2.58903E-07,0.0175044,0.002561363,0.0005115255,0.01628739,0.1184005,0.0518476,0.08635227,0.02417472,0.03037198,0.002861709
23,0.0003497063,0.0001247231,0.0002118835,0.0005062513,2.208012E-06,0.0003771228,8.463796E-05,0.00408787,2.064744E-05,0.003841091,0.0007295901,0.00599857,0.004394175,0.002989477,0.001108863,0.0007338475,3.158929E-07,3.656358E-05,5.675837E-05,0.0001931681,0.001461957,0.001652645,2.150893E-09,0.0009632857,5.669652E-05,0.0005230532,0.001654675,9.894841E-10,0.0004065732,0.00301175,0.001372832,0.000773736,0.002860543,0.005557454,0.01538431,0.000514359,0.001994778,0.0004420326,0.005447002,0.01195905,0.00280576,0.009306882,0.0002810458,0.002212131,0.009851577,0.0001209109,0.0004388736,0.0004570713,2.149639E-05,0.002632152,0.003255264,0.0002002877,2.232534E-05,2.531252E-07,0.01775989,0.00256423,0.0005170857,0.01799213,0.1205441,0.05012292,0.08810234,0.02430321,0.03047824,0.002893377
24,0.0003318675,0.0001418156,0.0001760251,0.0005061526,2.501333E-06,0.0003595478,8.45285E-05,0.004101451,2.104188E-05,0.003872445,0.0007292838,0.006012866,0.004577226,0.007223498,0.001763301,0.0008749822,2.915374E-07,6.348814E-05,5.600765E-05,0.0001917674,0.001848945,0.001652105,2.158141E-09,0.001725805,3.852466E-05,0.0005249453,0.001675757,1.263508E-09,0.0003797241,0.002451514,0.002274843,0.0007918979,0.002903168,0.005734749,0.01572992,0.0005193832,0.00198065,0.0004490014,0.005670778,0.01205387,0.002864257,0.009354375,0.0003551262,0.002374564,0.00997088,0.0001230012,0.0004420359,0.0004837433,1.727044E-05,0.003222349,0.004195453,0.0002716036,2.777084E-05,2.690273E-07,0.01852038,0.002586163,0.000517833,0.01914584,0.1168048,0.05304431,0.08672229,0.02537114,0.03089779,0.002854435
25,0.0003324,0.0001412789,0.0001744173,0.0005060474,2.500016E-06,0.0003626792,8.440483E-05,0.004112613,2.144758E-05,0.003906345,0.000729928,0.006029376,0.004795557,0.007114174,0.001752899,0.0008503785,2.465609E-07,6.885763E-05,5.569638E-05,0.0001890946,0.001836548,0.001655758,2.152631E-09,0.001659073,3.833312E-05,0.0005249491,0.00167151,1.290366E-09,0.000406973,0.002469501,0.002257698,0.0007973266,0.002905481,0.005984919,0.01624563,0.0005273314,0.001968205,0.0004491977,0.005924579,0.01224639,0.002953677,0.009523361,0.0003508817,0.002340474,0.009969273,0.0001232469,0.0004441854,0.0005226085,1.455124E-05,0.00281985,0.004055254,0.0002896342,2.782826E-05,2.927692E-07,0.01925355,0.002612472,0.0005183636,0.01833206,0.1172387,0.05427449,0.0866183,0.02653608,0.03129779,0.002761174
26,0.000332688,0.0001411504,0.0001742547,0.000506111,2.498505E-06,0.0003666411,8.439214E-05,0.004124392,2.183605E-05,0.003944386,0.000731781,0.006045952,0.00505005,0.0069872,0.001717974,0.0009165903,2.258185E-07,7.242933E-05,5.590453E-05,0.0001836302,0.001814313,0.001629795,2.128025E-09,0.001605968,3.734679E-05,0.0005231003,0.001631112,1.106233E-09,0.0004053392,0.002480518,0.002240383,0.0007927677,0.002852222,0.00624493,0.01675301,0.0005358286,0.001966018,0.000440823,0.006026661,0.01237395,0.003060129,0.009740386,0.000346592,0.002306291,0.009747887,0.0001205794,0.0004424508,0.0005637865,1.307836E-05,0.002448766,0.004049289,0.0003326784,3.016525E-05,3.158553E-07,0.01961375,0.002642444,0.0005195255,0.01639632,0.1162401,0.05540404,0.08488076,0.02756102,0.0314115,0.00263946
27,0.0003315873,0.0001412305,0.0001738463,0.0005062976,2.496837E-06,0.0003683889,8.446736E-05,0.004137631,2.220439E-05,0.003985478,0.000734527,0.006062141,0.0052751,0.006859282,0.001676256,0.001040952,2.290319E-07,8.086233E-05,5.598199E-05,0.0001784359,0.001786514,0.001591091,2.060751E-09,0.001544621,3.597561E-05,0.0005206317,0.001579365,9.113713E-10,0.0003948983,0.002488027,0.002222122,0.0007794822,0.00277153,0.006509211,0.01725341,0.0005441615,0.001969941,0.0004286582,0.006006554,0.01248174,0.003167268,0.009962869,0.0003423086,0.002272576,0.009459232,0.0001163926,0.0004388779,0.000603462,1.163801E-05,0.001599908,0.002573802,0.0003024132,3.043733E-05,3.398624E-07,0.01995357,0.002673438,0.0005168231,0.01423993,0.1148889,0.05598993,0.08294664,0.02828198,0.0312095,0.00252326
28,0.0003305345,0.0001413958,0.00017305,0.0005064109,2.495066E-06,0.000364686,8.450425E-05,0.004152539,2.257485E-05,0.004030844,0.0007375615,0.006079357,0.005344465,0.006728992,0.001652134,0.001239115,2.587686E-07,8.918857E-05,5.58511E-05,0.0001765098,0.001764536,0.001567748,2.010765E-09,0.001488346,3.525908E-05,0.0005182117,0.001542524,8.787572E-10,0.0004016601,0.002505646,0.002200753,0.0007654361,0.002692448,0.006733594,0.0177002,0.0005523345,0.001970606,0.0004172876,0.006063298,0.01264482,0.003259749,0.01016339,0.0003379773,0.002239004,0.009324803,0.0001121278,0.0004383805,0.0006354716,1.028034E-05,0.001279441,0.001401698,0.0002949809,3.151975E-05,3.645108E-07,0.0204287,0.002701714,0.0005074528,0.01258794,0.1133313,0.05601304,0.08213992,0.0286968,0.03086543,0.002436454
29,0.0003313501,0.000141778,0.0001725313,0.0005063898,2.493233E-06,0.0003615605,8.447072E-05,0.00416933,2.294749E-05,0.00408095,0.0007410358,0.006097251,0.005432745,0.006607766,0.001645098,0.0009290157,3.011612E-07,9.687401E-05,5.60255E-05,0.0001760578,0.001752757,0.001577718,2.008602E-09,0.001437293,3.555073E-05,0.0005160859,0.001537097,1.130694E-09,0.0004336911,0.002528762,0.002177565,0.0007555016,0.002641821,0.006899754,0.0181055,0.0005604278,0.001968314,0.0004156808,0.006282723,0.01282293,0.00333303,0.01033289,0.0003337569,0.002206374,0.009340711,0.0001088722,0.0004394572,0.0006638567,9.562125E-06,0.001080259,0.001484827,0.0002737164,2.549223E-05,3.886356E-07,0.02094616,0.002727615,0.0004951851,0.0118564,0.1118779,0.05590453,0.08152872,0.0291135,0.0304947,0.002402285
