TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
202,0.0003556227,0.0005782276,0.0001278822,0.000553539,2.562128E-05,0.0002678398,8.831049E-05,0.007976917,0.0002192476,0.01930703,0.001998163,0.007924237,0.003848878,0.003596404,0.001248056,0.0003806279,2.57523E-07,2.354791E-05,6.793161E-05,0.0001768962,0.001407743,0.001299114,1.620732E-09,0.0001253573,1.118421E-05,0.0004945162,0.00157462,9.826351E-10,2.869517E-05,0.003399429,0.001423432,0.000555271,0.002676877,0.004891151,0.01473664,0.0005811783,0.00226193,0.0004487193,0.005413305,0.01283849,0.002252698,0.009878024,0.0001783586,0.001131262,0.009310867,0.0001099993,0.0004367963,0.0005498729,9.894628E-06,0.002210929,0.009983863,0.001038995,0.0001109762,2.787666E-07,0.01630616,0.002434846,0.0005300674,0.01833804,0.111637,0.06323491,0.09181765,0.02571579,0.02958209,0.00279827
203,0.0003541489,0.0005709957,0.0001266553,0.0005539872,2.5639E-05,0.0002684775,8.813184E-05,0.008006493,0.0002219395,0.01939254,0.002012162,0.007931504,0.003867131,0.003574094,0.001253356,0.0003727573,3.092991E-07,2.288637E-05,6.651137E-05,0.0001807674,0.001413202,0.001321368,1.625566E-09,0.0001258861,1.154152E-05,0.0004970608,0.00159302,1.141377E-09,2.67519E-05,0.003390958,0.001434694,0.0005629936,0.00272196,0.004920106,0.01473368,0.0005797513,0.002250177,0.0004553495,0.005474217,0.01277502,0.002255643,0.009730443,0.0001797176,0.001146204,0.009409602,0.0001125306,0.0004383101,0.0005463344,5.577353E-06,0.002103423,0.01075576,0.001157287,0.0001099946,2.763769E-07,0.01660219,0.002435632,0.0005305008,0.02042867,0.1131339,0.06221279,0.09212372,0.02602128,0.02979591,0.002809816
204,0.0002943881,0.0006514493,9.835034E-05,0.0005542655,1.989623E-05,0.000282393,8.785204E-05,0.008023495,0.0002253965,0.01948674,0.002030476,0.007947834,0.004007033,0.002970734,0.001502395,0.0003757458,3.569112E-07,2.66402E-05,6.537747E-05,0.0001802703,0.001434558,0.00143866,1.646302E-09,0.0001666233,3.433015E-05,0.0004999101,0.001613028,1.294518E-09,5.242756E-05,0.003840861,0.00190917,0.000430595,0.00275936,0.005084579,0.01510401,0.0005850256,0.002231159,0.0004619388,0.005679391,0.01291858,0.00230926,0.009778453,0.0002756388,0.001060911,0.0094947,0.000114357,0.0004387346,0.0005738156,4.16663E-06,0.00229538,0.01330426,0.001505849,0.0001216758,2.901861E-07,0.01732969,0.002451679,0.0005273088,0.01851629,0.1116399,0.07635654,0.07736036,0.02700334,0.03016374,0.00275775
205,0.0002955858,0.0006450792,9.872849E-05,0.0005545293,1.9906E-05,0.0002876331,8.755739E-05,0.008037094,0.0002291462,0.01960084,0.002052209,0.007968488,0.00421051,0.002953959,0.001507529,0.0003529248,3.780307E-07,3.419551E-05,6.48776E-05,0.000177595,0.001436008,0.001445352,1.648813E-09,0.0001675631,3.515411E-05,0.0005003036,0.001608758,1.222033E-09,5.532458E-05,0.003837456,0.001890117,0.0004362436,0.002759179,0.005304472,0.01560948,0.0005922766,0.002216583,0.0004630312,0.005913357,0.01312096,0.002385866,0.009934692,0.0002749796,0.001075484,0.009493452,0.0001143767,0.0004388803,0.000613217,4.213085E-06,0.002507197,0.01548738,0.001888653,0.0001382064,3.114761E-07,0.01805192,0.002472317,0.000525293,0.01752782,0.1109195,0.07720688,0.07717378,0.0280758,0.03051253,0.002662384
206,0.0002965534,0.0006403817,9.991002E-05,0.0005549203,1.991416E-05,0.000292005,8.735655E-05,0.008047968,0.0002327198,0.01971388,0.002074538,0.007987162,0.004476446,0.002952527,0.001493729,0.0003469923,4.356096E-07,4.142674E-05,6.519068E-05,0.0001718486,0.001427399,0.001424956,1.619828E-09,0.0001681097,3.54484E-05,0.0004989583,0.001568676,9.995024E-10,5.420902E-05,0.003807533,0.001863687,0.0004370492,0.002709024,0.005524115,0.01607014,0.000599796,0.002215262,0.0004556956,0.006008514,0.01318641,0.002477695,0.01013224,0.0002737874,0.001089962,0.009291654,0.0001118535,0.0004358453,0.0006567228,6.406867E-06,0.00240024,0.01557058,0.002240955,0.0001580438,3.336233E-07,0.01842606,0.002498579,0.0005260349,0.01559043,0.1085715,0.07801877,0.0753641,0.0291702,0.0304871,0.002556466
207,0.0002950038,0.0006377674,0.0001011029,0.0005554293,1.992095E-05,0.0002947814,8.725228E-05,0.008062598,0.0002362097,0.0198551,0.002098844,0.008005613,0.004730553,0.002958364,0.001468342,0.0003596607,5.803834E-07,4.571243E-05,6.55554E-05,0.0001661959,0.001414884,0.001398999,1.573445E-09,0.0001680308,3.552657E-05,0.0004970486,0.001521595,8.223529E-10,5.255971E-05,0.003775718,0.001832249,0.0004335151,0.002636007,0.005743038,0.0165485,0.0006070906,0.002219437,0.0004439077,0.005970832,0.01322779,0.002565189,0.01033938,0.0002723631,0.001103444,0.009006871,0.0001082703,0.0004299681,0.0006961326,1.126797E-05,0.002717275,0.01773496,0.002958417,0.0001834387,3.538726E-07,0.01872056,0.002525571,0.0005243026,0.01354962,0.1067878,0.0781173,0.07359614,0.02999429,0.03011029,0.002441984
208,0.0002963406,0.0006369003,0.0001025385,0.0005558383,1.992688E-05,0.0002949703,8.710577E-05,0.008081095,0.0002402599,0.02004643,0.002121299,0.008038784,0.00481398,0.002968432,0.001461739,0.0004324508,8.055933E-07,5.207947E-05,6.555182E-05,0.0001639893,0.001406836,0.001383419,1.538122E-09,0.0001678954,3.561692E-05,0.0004952349,0.001482451,8.342221E-10,5.319871E-05,0.003765514,0.001800464,0.0004287028,0.002564386,0.005876096,0.0169908,0.0006138845,0.002219468,0.0004348538,0.006040075,0.01334639,0.002619759,0.01054665,0.0002708643,0.001115272,0.008884693,0.0001047009,0.0004268461,0.0007260188,2.048277E-05,0.004516541,0.02622726,0.004741164,0.0002657825,3.76381E-07,0.01917016,0.002542871,0.0005165545,0.01200688,0.1054024,0.07740287,0.07294796,0.03044673,0.02972027,0.00236854
209,0.0002987986,0.0006358193,0.0001036232,0.0005561173,1.993266E-05,0.0002940709,8.687747E-05,0.008094782,0.0002435541,0.02018893,0.002146001,0.008049261,0.004864254,0.002975523,0.001466579,0.0004480487,1.117217E-06,6.130686E-05,6.583585E-05,0.0001627887,0.001407785,0.001394135,1.536024E-09,0.0001677047,3.607507E-05,0.0004937685,0.001475481,1.08995E-09,5.733441E-05,0.003770031,0.001771995,0.0004266552,0.002524836,0.005992313,0.01740006,0.0006208139,0.002215762,0.0004319094,0.006242284,0.01350459,0.002680898,0.01071528,0.0002693425,0.001125894,0.008842482,0.000102402,0.0004251385,0.0007544135,3.301023E-05,0.00590721,0.02475806,0.005501002,0.0003784239,4.011229E-07,0.01966739,0.002563252,0.0005057834,0.01135958,0.1047092,0.07668185,0.07232886,0.03091874,0.0293684,0.002364243
210,0.0003011856,0.0006361291,0.0001040593,0.0005563976,1.993843E-05,0.0002941939,8.666512E-05,0.00811917,0.0002476684,0.02042829,0.002170997,0.008090745,0.004974513,0.002988657,0.001471529,0.0005253982,1.321032E-06,6.954467E-05,6.579581E-05,0.0001645208,0.001412219,0.001412088,1.563728E-09,0.0001678559,3.670756E-05,0.0004926872,0.001493107,1.261461E-09,6.10131E-05,0.003778803,0.001748737,0.0004277593,0.002519264,0.006083786,0.01776747,0.0006267693,0.002213161,0.0004354861,0.006482836,0.01368011,0.002719146,0.01086115,0.0002679719,0.001136445,0.008862361,0.0001018889,0.0004239436,0.0007758172,4.16094E-05,0.007450648,0.0256551,0.006441726,0.0005111988,4.252864E-07,0.02021604,0.002573495,0.0004941127,0.01150301,0.1057672,0.07690803,0.07185104,0.03145156,0.02929995,0.00243367
211,0.0003028067,0.0006361195,0.0001039129,0.0005569313,1.994818E-05,0.0002951972,8.658969E-05,0.008172098,0.0002512287,0.02075196,0.002194084,0.008149426,0.005009743,0.003021441,0.001471188,0.0005904601,1.247089E-06,7.531916E-05,6.59932E-05,0.0001685203,0.001425625,0.001435484,1.601902E-09,0.0001687712,3.744298E-05,0.0004921615,0.001519118,1.317681E-09,6.310115E-05,0.003801382,0.001731472,0.0004311525,0.002541359,0.005900117,0.0176327,0.0006226086,0.002213724,0.0004411386,0.006550771,0.01377121,0.002659724,0.01091466,0.0002667895,0.001148139,0.008906607,0.0001031852,0.0004245748,0.0007556173,4.292537E-05,0.007875975,0.02410421,0.006585112,0.0005626284,4.156216E-07,0.020053,0.002572904,0.0004893688,0.01221219,0.1090755,0.07853251,0.07216405,0.03094281,0.0295793,0.002567875
212,0.0003031509,0.0006311096,0.0001031197,0.0005577173,1.996013E-05,0.0002943112,8.662319E-05,0.00824309,0.0002508191,0.02105219,0.002198905,0.008197122,0.004552062,0.003070896,0.001465457,0.0006563396,9.019508E-07,7.427097E-05,6.675047E-05,0.0001728929,0.001443302,0.001458267,1.637608E-09,0.0001698221,3.821708E-05,0.0004921557,0.001547371,1.282868E-09,6.379518E-05,0.003822746,0.00171963,0.0004366444,0.002581916,0.005583132,0.01711113,0.0006122749,0.002219338,0.0004434374,0.006256347,0.01374129,0.002545346,0.01085619,0.0002659261,0.001161372,0.008936848,0.000105695,0.0004225438,0.0006851226,4.565741E-05,0.008493586,0.02240778,0.006706177,0.0006216455,3.827728E-07,0.01912555,0.002520469,0.0004911643,0.01339941,0.1134959,0.08061362,0.07303263,0.02980628,0.03028865,0.002728977
213,0.0003020292,0.0006216046,0.0001021414,0.0005585633,1.997647E-05,0.000292225,8.668353E-05,0.008306544,0.000248612,0.02121324,0.00219215,0.008128038,0.004333936,0.003132175,0.001456439,0.000746215,7.124486E-07,6.6156E-05,6.832074E-05,0.0001770976,0.001455778,0.001468553,1.641353E-09,0.0001679567,3.890466E-05,0.0004925936,0.001567573,1.175329E-09,6.176117E-05,0.0038158,0.001712735,0.0004429822,0.002630651,0.005247579,0.01629335,0.000601091,0.002234534,0.0004449899,0.00590774,0.01353962,0.002414851,0.01059114,0.0002651815,0.001174014,0.008983806,0.0001089667,0.0004205737,0.0006315542,5.18749E-05,0.009608507,0.02093121,0.00687087,0.0006936478,3.5036E-07,0.01807423,0.002452234,0.0005005709,0.01483397,0.1170934,0.08102116,0.0739577,0.02843241,0.03068441,0.002872231
214,0.000300318,0.0006116912,0.0001010844,0.0005593117,1.999448E-05,0.0002897818,8.670323E-05,0.008338497,0.0002500277,0.02128657,0.00219695,0.008066166,0.003982561,0.003181313,0.001449191,0.0008596839,6.645847E-07,6.671457E-05,6.869937E-05,0.0001802156,0.001462304,0.001464253,1.641808E-09,0.000166962,3.922232E-05,0.000493832,0.001572244,9.458228E-10,5.614428E-05,0.003734461,0.001711082,0.0004505857,0.002683378,0.00490417,0.01527241,0.0005898996,0.002257356,0.0004488947,0.00557595,0.01314224,0.002285053,0.01017646,0.0002647195,0.001181866,0.009107057,0.0001125003,0.0004218562,0.0005630527,6.253774E-05,0.009033199,0.01809581,0.006205722,0.000667445,3.062984E-07,0.01686919,0.002408072,0.0005161849,0.01663471,0.1197524,0.07651255,0.07568884,0.02687709,0.03001514,0.002978002
215,0.0002988883,0.000603059,0.000100323,0.0005598604,2.001076E-05,0.0002884943,8.661671E-05,0.008361735,0.0002542681,0.02134165,0.002209618,0.008058853,0.003972719,0.003186895,0.001448532,0.0009447415,8.374825E-07,5.620774E-05,6.718552E-05,0.0001825995,0.001466926,0.001477192,1.632418E-09,0.000166816,3.95988E-05,0.0004961092,0.001589477,9.957395E-10,5.08497E-05,0.003692742,0.001705297,0.0004583109,0.002733873,0.004929501,0.01514031,0.0005848009,0.002268732,0.0004553935,0.005632933,0.01289671,0.002280598,0.009968029,0.0002643683,0.001193894,0.009248207,0.0001156732,0.0004262541,0.0005504922,7.470579E-05,0.009311776,0.01695303,0.005946747,0.0006765609,2.995696E-07,0.01710054,0.002418911,0.0005225537,0.01855078,0.1228267,0.07441321,0.07755197,0.02709747,0.03008744,0.003002898
216,0.0003499238,0.0006745117,9.573715E-05,0.0005602199,2.119617E-05,0.0003392311,8.642174E-05,0.008371249,0.0002596168,0.02140481,0.002225828,0.008068644,0.004112149,0.00257992,0.0009972613,0.0009121468,9.760328E-07,6.185847E-05,6.605376E-05,0.0001796397,0.001889593,0.001179672,1.626135E-09,0.0001555118,4.284682E-05,0.0004975848,0.001611657,1.158906E-09,3.147102E-05,0.003119169,0.001283112,0.0005251709,0.002772822,0.005113628,0.01548196,0.0005888593,0.002269849,0.0004616795,0.005864601,0.0129743,0.002332912,0.01000519,0.0002340759,0.0011617,0.009359554,0.0001179888,0.000429778,0.0005780154,8.81559E-05,0.00791711,0.01599156,0.00521246,0.0006820767,3.14844E-07,0.01777194,0.002445443,0.0005251821,0.02525687,0.1826681,0.08771995,0.08279115,0.02818579,0.03047263,0.00293116
217,0.0003506666,0.0006666298,9.624283E-05,0.0005606278,2.120591E-05,0.0003417375,8.625348E-05,0.008376526,0.0002648735,0.02148908,0.002245884,0.0080835,0.004332377,0.002590169,0.001001887,0.0009482967,1.08707E-06,7.421812E-05,6.571437E-05,0.0001746763,0.001867147,0.001186059,1.61399E-09,0.0001555535,4.332192E-05,0.0004977041,0.001599652,1.085522E-09,3.232964E-05,0.003143846,0.001291575,0.0005279785,0.002759141,0.005361079,0.01595464,0.0005955665,0.002266944,0.0004586591,0.006044431,0.01313095,0.002410306,0.01016226,0.0002338565,0.001174173,0.009276586,0.000117366,0.000430876,0.0006206394,0.0001001308,0.008004579,0.0159848,0.005137428,0.0007986967,3.385413E-07,0.01831431,0.002475967,0.0005285046,0.02306627,0.1719257,0.08937315,0.08251011,0.02928078,0.0308055,0.002792925
218,0.0003500837,0.0006619455,9.730543E-05,0.0005611949,2.121332E-05,0.0003408834,8.620448E-05,0.008386384,0.0002698282,0.02161614,0.002271186,0.008100554,0.004555587,0.002609142,0.0009959245,0.0009903871,1.212003E-06,8.022139E-05,6.575631E-05,0.000168152,0.001831148,0.001176977,1.570422E-09,0.000154783,4.344838E-05,0.0004967476,0.00156044,9.117662E-10,3.145547E-05,0.003155187,0.001299985,0.0005237813,0.002697985,0.005584871,0.01644765,0.0006027365,0.00226756,0.0004475421,0.006032302,0.01321661,0.002475318,0.01037189,0.0002336774,0.00118645,0.009058854,0.000114135,0.0004282894,0.0006627035,0.0001125813,0.008362168,0.01521092,0.004782496,0.0008854191,3.606945E-07,0.01859254,0.002509563,0.000530776,0.0198169,0.1585246,0.09060743,0.08111832,0.03012729,0.03085872,0.002635065
219,0.0003493128,0.0006598032,9.865408E-05,0.0005618405,2.121899E-05,0.0003388651,8.623146E-05,0.008401961,0.0002746175,0.0217779,0.00229936,0.008118775,0.00476227,0.002630287,0.0009907607,0.001049249,1.346894E-06,8.47028E-05,6.595388E-05,0.0001633015,0.001792879,0.001163844,1.525274E-09,0.0001535067,4.35807E-05,0.0004954138,0.001521974,7.926554E-10,3.092062E-05,0.003171505,0.001305964,0.000516796,0.002630563,0.005782384,0.01691655,0.0006099012,0.002269571,0.000433162,0.00589282,0.0133679,0.002534977,0.01058679,0.0002334323,0.001197457,0.008781002,0.000110563,0.0004230348,0.0007013101,0.0001265227,0.009472795,0.01559739,0.004673926,0.001029028,3.826472E-07,0.01882554,0.002541875,0.000528294,0.01715487,0.1461015,0.09074073,0.08016896,0.03047717,0.03064302,0.002484129
220,0.0003493787,0.0006572783,9.946698E-05,0.000562448,2.122372E-05,0.0003349925,8.625016E-05,0.008420546,0.0002791573,0.02194737,0.002326168,0.008136711,0.004885205,0.002650369,0.0009902839,0.00100332,1.475825E-06,8.682242E-05,6.61174E-05,0.0001602882,0.001758721,0.001154123,1.470151E-09,0.0001518406,4.381171E-05,0.0004941082,0.001495647,7.254631E-10,3.076819E-05,0.003192785,0.001310492,0.0005093204,0.002563192,0.005963903,0.01734461,0.0006169541,0.002270516,0.0004185329,0.005748724,0.01353384,0.002580381,0.01077947,0.0002331023,0.00120659,0.008556406,0.000106883,0.0004186232,0.0007344217,0.0001318011,0.010186,0.01475113,0.004347376,0.001127279,4.064759E-07,0.0191643,0.002570631,0.0005201827,0.01521484,0.135587,0.09007607,0.07939347,0.03061335,0.03025541,0.002398383
221,0.0003500789,0.0006564549,0.0001002054,0.0005629201,2.122808E-05,0.0003314951,8.619041E-05,0.008445664,0.000283909,0.02219882,0.002357872,0.008168511,0.004962106,0.002676634,0.0009949108,0.0009575884,1.563408E-06,9.008391E-05,6.666101E-05,0.0001593769,0.001732973,0.001159661,1.424637E-09,0.0001502695,4.409499E-05,0.0004929338,0.001482911,8.744813E-10,3.218354E-05,0.003221266,0.001313554,0.0005013198,0.00250105,0.006094416,0.01772944,0.0006236187,0.002268453,0.0004123634,0.005863676,0.01370026,0.002611776,0.01094277,0.0002327489,0.001214587,0.008522985,0.0001032609,0.0004173387,0.00076076,0.0001257485,0.009593945,0.01291058,0.003697535,0.001100341,4.262703E-07,0.01958646,0.002589536,0.0005086118,0.01403361,0.127272,0.08942323,0.07863194,0.03079505,0.02985582,0.002374462
222,0.0003499468,0.0006553234,0.000100047,0.0005635195,2.123444E-05,0.0003260205,8.615534E-05,0.008475894,0.0002879072,0.02254226,0.002370148,0.008248402,0.005044001,0.00271665,0.0009978215,0.000857638,1.580635E-06,9.171064E-05,6.69157E-05,0.000160623,0.001716473,0.001179284,1.413381E-09,0.0001483891,4.457669E-05,0.0004921716,0.001488534,1.055564E-09,3.394865E-05,0.003251423,0.001320112,0.0004959562,0.00246672,0.006122584,0.01791695,0.0006262286,0.002271691,0.0004148684,0.006057312,0.01386765,0.002609484,0.01106665,0.0002326335,0.001222489,0.008565325,0.0001007139,0.000415886,0.0007687467,0.000112323,0.008722957,0.01211051,0.003144584,0.00103702,4.42003E-07,0.01999563,0.002588601,0.000497967,0.01366554,0.1213917,0.08958764,0.07790393,0.03080188,0.02972847,0.00241243
223,0.0003492135,0.0006483741,9.961422E-05,0.0005641783,2.124502E-05,0.0003225381,8.614458E-05,0.00851799,0.0002891343,0.02265705,0.002376914,0.008215933,0.004831849,0.002772626,0.001005417,0.0007915993,1.617857E-06,8.946324E-05,6.701829E-05,0.0001645829,0.001718251,0.001209181,1.458384E-09,0.0001483184,4.520487E-05,0.0004920227,0.001505361,1.109493E-09,3.481186E-05,0.003292538,0.001329445,0.0004939924,0.002466748,0.005856836,0.01750555,0.0006174529,0.002273675,0.0004207876,0.005939014,0.01388731,0.002520928,0.01104698,0.0002326191,0.001230515,0.008650773,0.0001001445,0.000417962,0.000715041,9.82042E-05,0.008138395,0.01223499,0.00277112,0.0009663194,4.127033E-07,0.01931474,0.002560732,0.0004944037,0.0141514,0.1181968,0.09043255,0.07790311,0.02985139,0.03000569,0.002521108
224,0.0003485064,0.0006364679,9.906059E-05,0.0005650648,2.125954E-05,0.0003199802,8.621403E-05,0.008561664,0.0002862695,0.02272945,0.002365652,0.00817672,0.004482883,0.00282891,0.001013031,0.0007346959,1.180956E-06,6.677677E-05,6.747532E-05,0.0001696566,0.001720629,0.001240223,1.510427E-09,0.0001483298,4.590222E-05,0.0004922352,0.001528801,1.125722E-09,3.534646E-05,0.003328054,0.001340531,0.0004949005,0.002488476,0.005504787,0.01692661,0.0006073721,0.002275736,0.0004232352,0.00560362,0.01386221,0.002399276,0.01098179,0.0002326779,0.001238899,0.008714076,0.0001011577,0.0004151534,0.000650396,8.76442E-05,0.008657807,0.01227986,0.002504185,0.0009392191,3.675977E-07,0.0182246,0.002458601,0.0004969991,0.01525929,0.1166271,0.09207586,0.07825452,0.0286138,0.03058874,0.00265917
225,0.0003476279,0.0006251086,9.831058E-05,0.0005661023,2.127681E-05,0.0003172853,8.634137E-05,0.0086155,0.0002843055,0.02291614,0.002359503,0.008139131,0.003996681,0.002881611,0.001017449,0.0006782934,8.691288E-07,5.527013E-05,6.88261E-05,0.0001739681,0.001720757,0.001263332,1.558135E-09,0.0001485029,4.650487E-05,0.0004930187,0.00155065,1.038101E-09,3.389919E-05,0.003333612,0.001354223,0.0004987763,0.00253092,0.005143289,0.01602355,0.0005976838,0.002284043,0.0004228151,0.005234581,0.0135917,0.002266739,0.01064887,0.0002328858,0.001245597,0.008753232,0.000103866,0.0004089722,0.0005804123,8.061624E-05,0.008824016,0.01133307,0.002145569,0.000841971,3.185475E-07,0.01703207,0.002312273,0.0005071245,0.01692559,0.1151596,0.09082837,0.07859209,0.02713795,0.03073761,0.002794486
226,0.0003484332,0.0006156496,9.789947E-05,0.0005668469,2.129512E-05,0.0003162224,8.634791E-05,0.00865258,0.0002886718,0.02303631,0.00236972,0.008131521,0.003615441,0.002925065,0.001029505,0.0006281576,9.012058E-07,4.200288E-05,6.748908E-05,0.0001791824,0.001712398,0.001271146,1.552682E-09,0.0001488659,4.657883E-05,0.0004949774,0.001556226,7.876436E-10,2.96211E-05,0.003248585,0.001358331,0.0005056967,0.002583847,0.004821841,0.0151667,0.0005872452,0.002265178,0.0004270709,0.004951845,0.01314167,0.002155591,0.01020197,0.0002329075,0.001253909,0.008903915,0.0001069893,0.0004097054,0.000531626,8.063012E-05,0.007098676,0.00883682,0.001626863,0.000661974,2.763827E-07,0.01611525,0.002247914,0.0005197527,0.0191374,0.1152151,0.0827596,0.08017365,0.025641,0.02998584,0.002887234
227,0.0003506211,0.0006090765,9.810908E-05,0.0005673838,2.131372E-05,0.0003173904,8.624886E-05,0.008688898,0.0002942714,0.02319159,0.002390892,0.008139754,0.003702436,0.00294222,0.001045669,0.0005849433,1.311242E-06,3.447651E-05,6.659579E-05,0.0001792234,0.001701503,0.001288124,1.526861E-09,0.0001486429,4.674753E-05,0.0004979966,0.001573006,7.941114E-10,2.596064E-05,0.003199254,0.001358743,0.0005133547,0.002636808,0.004776655,0.01504153,0.0005827148,0.00223683,0.0004342346,0.004957822,0.01287989,0.002141496,0.009969778,0.0002326113,0.00126386,0.009072257,0.000110077,0.000414255,0.0005215276,8.363747E-05,0.005521407,0.007625347,0.001359099,0.0005311158,2.63626E-07,0.01639816,0.002245406,0.0005271922,0.02145563,0.1156288,0.07961933,0.08186556,0.02543778,0.03006523,0.002903593
228,0.0001682083,0.0006621541,9.655114E-05,0.0005677767,1.734336E-05,0.000324272,8.602754E-05,0.008714635,0.0003009093,0.023368,0.002420644,0.008154307,0.003895254,0.002676437,0.001328499,0.0004844946,1.498172E-06,6.129981E-05,6.612013E-05,0.0001793166,0.001326687,0.001923554,1.551212E-09,0.0002100771,2.407267E-05,0.000501161,0.001596205,1.148445E-09,2.730272E-05,0.002972271,0.001932943,0.0005057707,0.002684962,0.00489335,0.015413,0.0005867389,0.002205373,0.0004406173,0.005152758,0.01297639,0.002188506,0.0100146,0.0002817915,0.001217179,0.009162195,0.0001124944,0.000416292,0.0005509307,8.537903E-05,0.007694,0.009886919,0.001784933,0.0006686521,2.769819E-07,0.01718052,0.002264773,0.000530178,0.01213539,0.08984922,0.0881608,0.1005166,0.02644737,0.03054477,0.002872778
229,0.0001685326,0.0006566674,9.688416E-05,0.0005680593,1.7354E-05,0.000325528,8.575898E-05,0.008732071,0.0003073006,0.02351646,0.002448384,0.008170987,0.004062027,0.00268534,0.001336815,0.0004741854,1.465165E-06,7.49837E-05,6.589255E-05,0.0001802111,0.001331313,0.001924475,1.575278E-09,0.0002093249,2.455107E-05,0.0005028811,0.001619423,1.354084E-09,2.963304E-05,0.002999613,0.001908382,0.0005130584,0.002723765,0.005085162,0.01593764,0.0005937956,0.002186254,0.0004458523,0.005417598,0.01320332,0.002261904,0.01016393,0.0002800594,0.001226655,0.009255516,0.0001143139,0.0004185085,0.0005903916,8.322775E-05,0.007967534,0.01047473,0.001889231,0.0006933059,2.987643E-07,0.01807014,0.002290041,0.000530848,0.01285584,0.09293152,0.09101585,0.1000822,0.02762433,0.03104031,0.002784838
230,0.0001688541,0.000650302,9.710115E-05,0.0005684115,1.736332E-05,0.0003269311,8.554422E-05,0.008744932,0.0003131657,0.02364242,0.002472711,0.008188217,0.004272377,0.002700951,0.001331678,0.0004354991,1.196422E-06,7.622832E-05,6.60378E-05,0.0001762604,0.001332679,0.001891438,1.583156E-09,0.000209853,2.497961E-05,0.0005016316,0.001600676,1.263942E-09,3.062018E-05,0.003018522,0.001876108,0.0005157571,0.002711498,0.005312224,0.0164779,0.0006014687,0.002175624,0.000441685,0.005592748,0.01338774,0.002348803,0.01036349,0.0002780275,0.001235673,0.009174349,0.0001137266,0.0004195863,0.0006328972,7.608548E-05,0.007023107,0.009532495,0.001680158,0.000610731,3.241678E-07,0.01868057,0.002318992,0.0005319393,0.01207003,0.09541819,0.09302835,0.09701795,0.02874068,0.03128222,0.002678632
