TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
230,0.02073787,0.04247046,0.02834837,0.01191782,0.01336117,0.03589075,0.002528747,0.0006065658,0.03438563,0.02129971,0.008464934,0.001549735,0.04118784,0.0515093,0.4509467,0.004690583,0.02600828,0.01225389,0.00663775,0.007095471,1.441402E-05,0.01527001,1.93311E-05,0.002914062,0.03772292,0.0007203933,0.003438389,0.00043374,0.003873812,2.64711E-05,0.005714446,0.0002694858,0.003490186,0.007760236,0.0002119979,0.002654165,0.00840807,0.01203962,0.003965918,0.006973196,0.02190238,0.03697778,0.08189824,0.0238434,0.0196828,0.07891551,0.4105279,0.01733208,0.4185469,0.001329991,0.01530254,0.10522,0.04025522,0.1435179,0.02672039,0.1012436,0.5225207,0.03760328,0.06910682,0.03295781,0.01315195,0.0142247,0.1476498,0.09177432,0.1395006,1.986199,0.046419,0.03445484,0.2783848,0.07933475,9.18223,9.91571,19.8727,17.58545,32.65942,10.35125,25.76402,58.32813
231,0.02073807,0.04249014,0.02834933,0.01191095,0.01335574,0.03590064,0.002511697,0.000608802,0.03441219,0.02130961,0.008434011,0.001546316,0.04127805,0.05213886,0.4537202,0.004737644,0.02606452,0.0125903,0.006674824,0.007095277,1.248601E-05,0.0147673,1.760142E-05,0.002899335,0.03780101,0.000723248,0.003442761,0.0004368017,0.003846493,2.652225E-05,0.005709768,0.0002744513,0.003486746,0.007728114,0.0002100349,0.002807218,0.008482398,0.01192336,0.003964367,0.006909496,0.02251225,0.037668,0.08238412,0.02388841,0.01939372,0.07961912,0.4157522,0.01774998,0.423452,0.001324204,0.01540015,0.1048503,0.0395443,0.1442203,0.02669908,0.1003853,0.5392072,0.0335291,0.06925116,0.03241676,0.01246201,0.01345673,0.1580692,0.09439093,0.1413307,1.957232,0.04471739,0.03528961,0.2845554,0.07831668,9.330044,9.994668,19.61488,17.35782,32.50237,10.08216,25.55093,57.44216
232,0.02073574,0.04250164,0.02834907,0.01190363,0.01335052,0.03594921,0.002494325,0.0006105844,0.03443575,0.02131881,0.00843893,0.001542679,0.04136726,0.05277549,0.4565396,0.004783298,0.02611895,0.01292882,0.006718161,0.007113324,1.084777E-05,0.01441765,1.537636E-05,0.002876707,0.03787745,0.0007333817,0.003455497,0.0004440394,0.003856117,2.665417E-05,0.005726124,0.0002801963,0.003483282,0.0077591,0.0002265774,0.003003791,0.008564324,0.01182791,0.003971022,0.006896188,0.02304259,0.03828698,0.08277046,0.02394198,0.01940636,0.08191019,0.4213024,0.01813442,0.4269959,0.001319365,0.01549382,0.1052108,0.0392218,0.1449485,0.0266812,0.09965285,0.5559096,0.02860442,0.06925586,0.03242209,0.01218307,0.01273052,0.1685577,0.09701096,0.1431412,1.924935,0.04531039,0.03599299,0.2903521,0.07726589,9.459149,10.05352,19.39528,17.14735,32.95557,10.55402,26.09889,56.90251
233,0.02073322,0.04251093,0.028348,0.01189656,0.01334578,0.03600822,0.002476835,0.0006120995,0.03446581,0.02132865,0.008456342,0.00153989,0.04148225,0.05342415,0.4595646,0.004827202,0.02616855,0.01323722,0.006771619,0.007138517,9.334995E-06,0.01402257,1.332743E-05,0.002848503,0.03795324,0.0007449751,0.003473779,0.0004509939,0.003875393,2.682806E-05,0.005769617,0.0002862704,0.003478391,0.007827341,0.000233012,0.003119355,0.008650591,0.01175296,0.003989554,0.006938566,0.0232501,0.03865563,0.08281022,0.0240189,0.01959674,0.08463188,0.4255599,0.01828276,0.4281206,0.001315817,0.01558618,0.1058817,0.03951469,0.1457698,0.02667088,0.09935112,0.5691122,0.02339207,0.06801209,0.03226056,0.01242798,0.0120092,0.1774282,0.09942658,0.1448181,1.901058,0.04755242,0.03676668,0.2974958,0.07631435,9.522615,10.12294,19.36764,17.03722,33.23042,11.22776,26.38431,57.7444
234,0.02073503,0.04252188,0.02834583,0.01189744,0.01334299,0.03611995,0.002460764,0.0006140186,0.03450847,0.02134138,0.008500176,0.001539671,0.04167474,0.05411298,0.463084,0.004870226,0.02621336,0.01303835,0.006869874,0.007177303,8.214019E-06,0.01384168,1.102012E-05,0.0026305,0.03799437,0.0007591209,0.003522029,0.0004604902,0.003907926,2.724905E-05,0.005823984,0.0002921918,0.003474481,0.007900671,0.0002194306,0.003087464,0.008753485,0.01169944,0.004022976,0.007029939,0.0226001,0.03796989,0.08243215,0.02409516,0.01986627,0.08449756,0.424627,0.0178651,0.4244633,0.001313144,0.0156782,0.1069156,0.04035472,0.1474179,0.02666978,0.09982209,0.557305,0.01868123,0.06170581,0.03059642,0.01233701,0.01103347,0.1685516,0.09714022,0.1457032,1.918448,0.05148165,0.0377431,0.2965102,0.07601062,9.367545,10.18205,19.58216,17.12312,33.1626,11.70135,26.32842,58.66748
235,0.02074068,0.0425417,0.0283434,0.01190071,0.0133424,0.03624219,0.002441819,0.0006147537,0.03456051,0.02135578,0.008525618,0.00154081,0.04190784,0.05483729,0.4670297,0.004905174,0.02623384,0.01256379,0.006980227,0.007206184,7.032598E-06,0.01365136,8.062988E-06,0.002407488,0.03796494,0.0007676471,0.003566827,0.0004658164,0.003928198,2.748889E-05,0.005861311,0.0002975251,0.003471318,0.007950767,0.0001973056,0.002988281,0.008812446,0.011656,0.004065236,0.00713838,0.02168604,0.0368008,0.08197449,0.02415537,0.02005607,0.08214708,0.4206817,0.0172357,0.4186036,0.001311169,0.01574516,0.1077812,0.04143515,0.1480937,0.02668056,0.1006113,0.5374476,0.01571362,0.05193443,0.02765333,0.0112054,0.009637238,0.1538313,0.09308761,0.1442907,1.961745,0.05612849,0.03848035,0.2862228,0.07600757,9.09937,10.12027,19.83281,17.34063,33.36072,12.37216,26.59311,58.94768
236,0.02075044,0.04258259,0.02834171,0.01190481,0.01334348,0.03632585,0.002414233,0.000612582,0.03462849,0.02137342,0.008484398,0.001543501,0.04218539,0.05559158,0.4717489,0.004916655,0.02618874,0.01204745,0.007084759,0.007204514,5.939554E-06,0.01335143,5.329051E-06,0.00220096,0.0379409,0.0007743622,0.003604479,0.0004677848,0.00394136,2.746763E-05,0.0058512,0.0003027878,0.003470984,0.007995451,0.0001815772,0.002940779,0.008883053,0.01161702,0.004108662,0.00724298,0.02073213,0.03559297,0.0817007,0.0242085,0.02005837,0.0791756,0.4168227,0.016564,0.4131954,0.001309282,0.01579024,0.1081398,0.04259897,0.1467105,0.02671785,0.1017438,0.5168199,0.01541607,0.04274189,0.02441163,0.009752166,0.008214194,0.1385583,0.0886762,0.1402089,2.013372,0.06076903,0.03863935,0.2771477,0.07590017,8.831693,10.08853,20.07466,17.57254,33.66778,13.27241,26.93255,59.51212
237,0.02075517,0.0426138,0.02834088,0.01190855,0.01334313,0.03649173,0.002395969,0.0006140932,0.03468724,0.02139238,0.00852227,0.001544919,0.04244918,0.05635721,0.4761122,0.004949175,0.0261907,0.01155878,0.007173832,0.007256085,9.550656E-06,0.01307128,8.859088E-06,0.002041953,0.03788587,0.0007790396,0.003631032,0.0004692508,0.003936442,2.733722E-05,0.005860007,0.0003073597,0.00347087,0.008044806,0.0001539434,0.002688014,0.00883936,0.01156678,0.004156702,0.007360626,0.01982171,0.03439667,0.08128611,0.02415147,0.02025293,0.07635948,0.4100487,0.01595932,0.4052617,0.001306349,0.01587114,0.1097495,0.04385899,0.1478594,0.02673461,0.1026892,0.4955143,0.01742827,0.04142738,0.02292077,0.008834246,0.00724342,0.1241719,0.08463493,0.1380601,2.061137,0.06635557,0.03950239,0.2659838,0.07677792,8.467005,10.07407,20.27754,17.78932,33.66662,13.44183,26.90242,60.4195
238,0.02075424,0.04263866,0.02834136,0.01190722,0.01333993,0.03664368,0.002383957,0.000617511,0.03473547,0.0214123,0.008582328,0.001544664,0.04267498,0.0571103,0.4799973,0.004999076,0.02623875,0.01157388,0.007222787,0.00732139,1.303967E-05,0.01276914,1.437004E-05,0.002129736,0.0379032,0.0007844746,0.00364035,0.0004709894,0.003945493,2.680609E-05,0.005849883,0.000312526,0.003465177,0.008125006,0.0001703226,0.002456547,0.008828698,0.01150444,0.004206731,0.007470724,0.01995573,0.0343926,0.08078443,0.02396983,0.02056832,0.07738312,0.4096599,0.01598394,0.4028267,0.001300346,0.01597006,0.1116554,0.04495707,0.1501909,0.02673147,0.1033507,0.4897356,0.02028815,0.05990055,0.02606521,0.009103254,0.007309808,0.1250598,0.08554041,0.1387631,2.064996,0.0717713,0.04023734,0.267454,0.0772249,8.40632,10.1968,20.26582,17.82034,33.38927,12.80758,26.674,60.53137
239,0.02075116,0.04266213,0.02834344,0.01190343,0.01333365,0.03678475,0.002374052,0.0006213675,0.03477595,0.02142914,0.008642943,0.001541728,0.04281449,0.05783024,0.4832645,0.005054741,0.02630142,0.01183193,0.007248103,0.007385742,1.649678E-05,0.0125971,1.759662E-05,0.002292514,0.03796368,0.0007868795,0.003645146,0.0004696585,0.003962244,2.661734E-05,0.005879635,0.0003184793,0.003456473,0.008203261,0.0002006371,0.002656464,0.008902244,0.01145463,0.004253479,0.007547081,0.02056046,0.03491706,0.08089059,0.02391609,0.02084671,0.08011016,0.4143049,0.01631631,0.4051886,0.001296091,0.01606625,0.1133849,0.045637,0.1523671,0.02671474,0.1030009,0.4992507,0.0227901,0.0845776,0.03056717,0.009723168,0.007697114,0.1327813,0.08810533,0.1402101,2.037644,0.07494456,0.04060388,0.2747198,0.07721836,8.55765,10.35124,20.06898,17.70508,32.79219,11.56988,26.0836,59.95782
240,0.02075263,0.04268717,0.02834656,0.01189957,0.01332678,0.03682876,0.002365568,0.0006301459,0.0348185,0.0214445,0.008665739,0.001538457,0.04292505,0.05853872,0.4862996,0.005112643,0.02636813,0.01214387,0.007258944,0.007415195,1.588178E-05,0.01205554,2.030314E-05,0.002514119,0.03803185,0.0007727621,0.00361355,0.000462463,0.00393335,2.636729E-05,0.005903035,0.0003191456,0.003449131,0.008172273,0.0001908768,0.002736376,0.00895302,0.0115351,0.004281306,0.007514047,0.02135095,0.03564126,0.08125129,0.02392727,0.02087459,0.08228581,0.4169601,0.01677094,0.4104049,0.001289466,0.01622795,0.113578,0.04526782,0.1537227,0.02669454,0.1022346,0.5130284,0.02420065,0.08498559,0.03036684,0.00968298,0.007638217,0.1421776,0.09050895,0.1415663,2.008134,0.07181246,0.03982756,0.2815661,0.07578894,8.764856,10.45716,19.77796,17.5187,31.8244,10.10137,25.12125,58.57877
241,0.02076051,0.04272255,0.02834997,0.01189585,0.01332225,0.03676038,0.002357726,0.0006400936,0.03486817,0.02145844,0.008632338,0.001536156,0.0430381,0.05925005,0.4892962,0.005170869,0.02643481,0.01243371,0.007269186,0.007402567,1.397731E-05,0.01175111,2.169806E-05,0.002797047,0.03807232,0.0007405808,0.003560515,0.0004482486,0.003847723,2.576151E-05,0.005893973,0.0003167774,0.003446839,0.008064397,0.0001616101,0.002672068,0.008959797,0.01161653,0.004268438,0.007391276,0.02220647,0.03638182,0.08170648,0.02394778,0.02067182,0.08319117,0.4163966,0.01727798,0.4162996,0.001281897,0.01640365,0.1123927,0.04406416,0.1538703,0.02667366,0.1013474,0.5262022,0.02460321,0.08011997,0.02876922,0.009291837,0.007088617,0.1504461,0.09220727,0.1428542,1.985255,0.06470288,0.03852085,0.2851636,0.07337465,8.975402,10.44977,19.37608,17.27607,31.08429,9.016134,24.47828,56.40028
242,0.02077053,0.04276374,0.02835245,0.01189143,0.01331878,0.03663789,0.002350337,0.0006503363,0.034923,0.02147103,0.008565754,0.001534781,0.04316008,0.05996589,0.492315,0.005228839,0.02649993,0.01271514,0.007284399,0.007370086,1.431207E-05,0.01160592,2.403387E-05,0.003158803,0.03807136,0.0006957303,0.003483181,0.0004282734,0.003719353,2.4517E-05,0.005832876,0.00031239,0.003447744,0.007908385,0.000125933,0.002510253,0.008913819,0.01163729,0.004212554,0.007206763,0.02307251,0.03706238,0.08215187,0.02394307,0.02036144,0.08328048,0.4135512,0.01779669,0.4221599,0.001273643,0.01657312,0.1105403,0.04234562,0.1532604,0.02665175,0.1004215,0.538424,0.02370777,0.07953988,0.02928502,0.009035168,0.006815996,0.1582176,0.09365559,0.1438684,1.964907,0.05532831,0.03709445,0.2857615,0.07055719,9.165035,10.31678,18.92301,16.99711,30.63515,8.255291,24.0891,54.61605
243,0.02076883,0.0427855,0.02835334,0.01188434,0.01331452,0.03664829,0.002343165,0.0006611157,0.03496884,0.02148262,0.00857779,0.001531992,0.04325526,0.06068417,0.4952789,0.005286532,0.02656307,0.0130551,0.007305647,0.007394345,2.571683E-05,0.01184919,2.657297E-05,0.003547485,0.03811383,0.0006897357,0.003446362,0.0004336224,0.003679051,2.377204E-05,0.005825168,0.0003097111,0.003448983,0.007812521,0.0001569258,0.002636426,0.008964153,0.01169644,0.004159695,0.00705404,0.02382277,0.03758453,0.08253521,0.02399123,0.02017358,0.08480899,0.4161201,0.01826824,0.4263776,0.001265828,0.01672233,0.1104689,0.04065405,0.1537469,0.02662892,0.09950954,0.5538554,0.02186813,0.1111034,0.04341178,0.01082198,0.007503646,0.1674894,0.09550078,0.1446561,1.920801,0.04839449,0.03582367,0.2848028,0.06900413,9.245187,10.22518,18.41273,16.60345,30.76438,8.033415,24.45369,53.42765
244,0.02076156,0.04279689,0.02835292,0.01187502,0.01330969,0.0367046,0.002335301,0.000671552,0.0350081,0.0214936,0.008625972,0.001528381,0.04333215,0.06141668,0.4982196,0.005342644,0.02662407,0.01340771,0.007329633,0.007435047,3.366271E-05,0.01217915,2.796517E-05,0.003981616,0.03816226,0.0007001252,0.003434236,0.0004471139,0.003707262,2.368109E-05,0.005782541,0.000308947,0.003449883,0.007819809,0.0002109511,0.002859038,0.009023748,0.01178647,0.004136506,0.006983679,0.02447813,0.03800583,0.08291196,0.02403223,0.02021964,0.0874491,0.4199466,0.01868299,0.4286683,0.001257966,0.01685156,0.1111036,0.03961611,0.1542316,0.02660614,0.09871468,0.5690302,0.01986985,0.1353798,0.06255829,0.01286231,0.00815072,0.1767364,0.09739568,0.145317,1.867835,0.04564115,0.0346425,0.2832152,0.06758747,9.293879,10.14505,18.06612,16.24815,31.12502,8.258154,24.95666,53.62696
245,0.02075084,0.04280112,0.02835144,0.01186437,0.01330444,0.03678053,0.002327339,0.0006818085,0.03504353,0.0215047,0.008690968,0.001524975,0.043423,0.06217463,0.5013318,0.005398633,0.02668349,0.01373115,0.007356801,0.007485107,3.860761E-05,0.01355045,2.900548E-05,0.004381328,0.03819762,0.0007147412,0.003430577,0.0004594478,0.003743676,2.430826E-05,0.005789705,0.0003089169,0.003449383,0.007883711,0.0002409412,0.002975838,0.009080339,0.01188682,0.004146182,0.006995072,0.0246807,0.03807991,0.08303721,0.02406654,0.02045117,0.09038306,0.4219137,0.0188111,0.4272818,0.001250492,0.01696339,0.1120054,0.03948507,0.1546498,0.02658558,0.09842554,0.5799671,0.0179731,0.1559845,0.08785222,0.0155913,0.009087348,0.18355,0.09883103,0.145495,1.824938,0.046291,0.03382536,0.2829201,0.0662813,9.254198,10.07718,17.95429,16.02952,31.3884,8.656631,25.3063,54.53595
246,0.02074344,0.04280395,0.02835005,0.01186036,0.01330035,0.03691242,0.002320308,0.0006922592,0.03508805,0.02151918,0.00878387,0.001523835,0.04358928,0.06297813,0.5049399,0.005454429,0.02674001,0.01356483,0.007426671,0.007549025,4.142776E-05,0.01490297,2.862909E-05,0.004168338,0.03818944,0.0007326588,0.003458305,0.0004731768,0.003784216,2.522764E-05,0.005796737,0.0003086679,0.003449035,0.007957559,0.000227955,0.002915956,0.009129828,0.0119884,0.004181513,0.007071242,0.02401599,0.03721857,0.08270786,0.02407539,0.02075914,0.09041704,0.4189182,0.01839619,0.4213369,0.001243253,0.01706364,0.1132107,0.04008644,0.155772,0.02657465,0.09892271,0.5665805,0.01679831,0.1585727,0.1109539,0.01843787,0.009885648,0.1744703,0.09644898,0.1450081,1.823101,0.04926955,0.03355371,0.2763729,0.06559895,9.008691,10.01821,18.12225,16.02593,31.64072,9.112504,25.6672,55.41586
247,0.02073909,0.04281776,0.02835063,0.01185856,0.01329747,0.03704134,0.002307803,0.0007005701,0.03514258,0.02153579,0.008838943,0.001524199,0.04380923,0.06384018,0.5092214,0.005495001,0.02675248,0.01311853,0.007504618,0.007598942,3.733376E-05,0.01582402,2.243355E-05,0.003800319,0.03811823,0.0007429009,0.003480928,0.000479792,0.003805609,2.563209E-05,0.005749757,0.0003080148,0.003449926,0.008010477,0.0002104107,0.002859103,0.009154107,0.01207871,0.004224579,0.007158868,0.02308545,0.03601736,0.08238652,0.02406455,0.02093596,0.08816127,0.414427,0.01777729,0.4146636,0.00123579,0.01712127,0.1142783,0.0409238,0.1555416,0.02658788,0.09988955,0.5460869,0.01692414,0.1350606,0.1127149,0.01946486,0.009537731,0.1602014,0.09261101,0.1416155,1.846052,0.05280686,0.03313927,0.2646464,0.06493669,8.71322,9.902161,18.46325,16.1894,31.6321,9.613928,25.58088,56.26235
248,0.02073696,0.04284275,0.0283547,0.01185774,0.01329536,0.03715959,0.002291005,0.0007070653,0.0352057,0.02155602,0.008860313,0.00152528,0.04406137,0.06471753,0.5139884,0.005522945,0.0267291,0.01259139,0.00757432,0.007631794,3.124693E-05,0.01638081,1.761586E-05,0.003461862,0.03796801,0.0007451852,0.003495013,0.0004805431,0.003806384,2.588046E-05,0.005716116,0.0003066928,0.00345133,0.008031916,0.0001821756,0.002696725,0.009108911,0.01215562,0.004272311,0.00724605,0.0220897,0.0346448,0.0821325,0.02400636,0.02100456,0.08512674,0.4081897,0.01709393,0.4071922,0.001228232,0.01714005,0.1152288,0.04184401,0.154231,0.02661943,0.1011491,0.5242489,0.01845828,0.1111475,0.1046877,0.01924505,0.00871288,0.1446852,0.08830423,0.1368143,1.887689,0.05673089,0.03263278,0.2468277,0.06432656,8.370889,9.658714,18.79179,16.46322,31.66474,10.0285,25.53266,56.50982
249,0.02073146,0.04286438,0.02836082,0.01185641,0.01329246,0.03731843,0.002278683,0.0007155756,0.03526321,0.02157828,0.008930095,0.001525516,0.04430886,0.06560905,0.5185716,0.00556312,0.0267335,0.01205719,0.007632697,0.00769167,2.78282E-05,0.01667614,1.809734E-05,0.003175387,0.03778864,0.0007437093,0.003499138,0.000479901,0.003790841,2.608486E-05,0.005765672,0.000304513,0.003449549,0.008049316,0.000142481,0.002423492,0.008941973,0.01221261,0.00432598,0.007354087,0.0211047,0.03326984,0.08173564,0.02384935,0.02117169,0.08190926,0.3996042,0.01643117,0.3980795,0.001220414,0.01719262,0.116978,0.04289597,0.1544723,0.02664292,0.1022936,0.502181,0.02052006,0.1016718,0.09998936,0.01915359,0.008223369,0.1296262,0.08402476,0.132973,1.929715,0.06167486,0.03293784,0.2284724,0.06442513,7.935701,9.450132,19.00649,16.7066,31.73507,10.29457,25.60689,56.59428
250,0.02071729,0.04287785,0.02837021,0.01184684,0.01328334,0.03743445,0.002271557,0.000725641,0.03530685,0.02160159,0.009009249,0.001523528,0.04451225,0.06646533,0.5225715,0.005619821,0.02678524,0.01205872,0.007652716,0.007753624,2.310349E-05,0.01653887,1.917079E-05,0.003227633,0.03772847,0.0007485244,0.003492151,0.0004832174,0.003822473,2.592672E-05,0.005803255,0.0003038634,0.003437933,0.008115618,0.0001936133,0.002371143,0.008952586,0.01229191,0.004376468,0.007450017,0.0212282,0.03314449,0.08121393,0.02370546,0.0214381,0.08281939,0.3991385,0.0164238,0.3962092,0.001211467,0.01727282,0.1186851,0.04369019,0.1556137,0.02664871,0.1030851,0.497262,0.0213312,0.1102984,0.1115533,0.02075136,0.008402244,0.1299978,0.08440419,0.1319878,1.921336,0.06599773,0.03319232,0.2281767,0.06393796,7.90192,9.473105,18.97839,16.7175,31.3798,9.557076,25.17394,56.65107
251,0.02070039,0.04288827,0.02838246,0.01183442,0.01327171,0.03752435,0.002265886,0.0007359624,0.03534325,0.02162333,0.009081792,0.001519256,0.04465006,0.06728974,0.526047,0.005681703,0.02685303,0.01228937,0.007654267,0.007806136,1.771957E-05,0.01627925,1.821545E-05,0.003239197,0.03771562,0.0007501866,0.003482962,0.0004839954,0.003850962,2.600064E-05,0.005833412,0.0003039012,0.003425009,0.008180409,0.0002259605,0.002594719,0.00898948,0.01237564,0.004421943,0.007510039,0.0217558,0.03347789,0.081173,0.02365986,0.02165411,0.08520333,0.402389,0.01667999,0.3980967,0.001204267,0.01735533,0.1199383,0.04413505,0.1565808,0.02664363,0.1030954,0.5049338,0.01989749,0.1084757,0.1175478,0.02160539,0.008495382,0.1363339,0.08622749,0.131825,1.888986,0.06802541,0.03320079,0.2335236,0.06316997,8.020965,9.544823,18.77017,16.59428,31.00502,8.698178,24.92767,55.82187
252,0.02069625,0.04290755,0.02839936,0.0118222,0.01326012,0.0374372,0.002263674,0.0007440678,0.03538575,0.02164391,0.009081516,0.001515179,0.04476386,0.06809965,0.529264,0.005745038,0.02692526,0.01250113,0.007672292,0.007773818,1.212003E-05,0.01575715,1.665153E-05,0.00315752,0.03767755,0.0007240525,0.003436456,0.0004721459,0.003837952,2.583324E-05,0.005877296,0.0003029158,0.003419137,0.008120039,0.0001973487,0.002612667,0.008976601,0.01229644,0.004431822,0.007444133,0.02234855,0.03391906,0.08148292,0.02365029,0.02157161,0.08646705,0.4023354,0.01705706,0.4015187,0.00119746,0.01739945,0.1188442,0.04348541,0.15601,0.02663323,0.102594,0.5145687,0.01672919,0.09124473,0.1115553,0.02084402,0.008268823,0.1416326,0.08698598,0.1319461,1.867534,0.06392625,0.03281808,0.2368836,0.06196529,8.218846,9.529186,18.5455,16.47487,30.49703,7.767402,24.43209,54.9767
253,0.02071036,0.04295369,0.0284166,0.01181253,0.01325328,0.03711695,0.002259354,0.0007481545,0.03544576,0.02166335,0.008979385,0.001513713,0.04490753,0.06891748,0.5325235,0.005805574,0.02699766,0.01257827,0.007695811,0.007655637,7.895642E-06,0.01512074,1.441946E-05,0.003052712,0.03752384,0.0006634449,0.003340005,0.0004410878,0.003730057,2.448896E-05,0.005832232,0.0002994821,0.003419204,0.007967194,0.0001443304,0.002398348,0.008831873,0.01206765,0.004377493,0.007273865,0.02251153,0.03394734,0.08199776,0.02359433,0.02126328,0.0859993,0.3979564,0.01748544,0.4032865,0.001189635,0.01744011,0.1160141,0.04205857,0.1532924,0.02662021,0.1019075,0.5203859,0.01262205,0.06676802,0.09852258,0.01917247,0.007457107,0.1412881,0.08592963,0.1315379,1.876948,0.05561504,0.03133232,0.230832,0.05971085,8.50124,9.232456,18.3445,16.47419,29.97342,6.830201,23.76497,53.85152
254,0.02071883,0.04299691,0.02843204,0.01180074,0.0132471,0.03682544,0.002256629,0.0007530464,0.0355051,0.02168185,0.008875444,0.001512262,0.04504979,0.06974602,0.5357833,0.005865008,0.02706902,0.01271155,0.007727191,0.007547726,6.291062E-06,0.01450527,1.314205E-05,0.002940703,0.03740092,0.0006130675,0.00325024,0.0004194022,0.003628831,2.31885E-05,0.005765094,0.0002955289,0.003421439,0.007794702,0.0001142466,0.002245991,0.0087387,0.011802,0.004298447,0.007072673,0.02296192,0.03431336,0.08255838,0.02352586,0.02090381,0.08523457,0.3934421,0.01787163,0.40732,0.001181476,0.01746805,0.1131272,0.04034675,0.1508294,0.02660531,0.101154,0.5275998,0.009485786,0.04934322,0.08692494,0.01937985,0.006760194,0.1436685,0.08601411,0.1310979,1.872071,0.04660973,0.03066058,0.2300611,0.05803874,8.697617,9.013557,18.05676,16.3319,29.60544,6.343183,23.35672,52.33658
255,0.0207141,0.04302055,0.02844544,0.01178558,0.01324041,0.03666413,0.002254381,0.0007587543,0.03555497,0.02169995,0.008823913,0.00150939,0.04517015,0.07058516,0.5389888,0.005922223,0.02713876,0.01293758,0.007763871,0.007484759,6.163865E-06,0.0138863,1.155046E-05,0.002845352,0.03735165,0.0006000077,0.003200359,0.0004236705,0.003594322,2.255388E-05,0.005730083,0.0002930308,0.003424115,0.007664754,0.0001264344,0.002296992,0.008742347,0.01159715,0.004231853,0.006893449,0.02337231,0.03468781,0.08311824,0.02350526,0.02053271,0.08472725,0.3935744,0.01816949,0.4113517,0.00117375,0.01748143,0.1110211,0.038707,0.1495034,0.02659069,0.1004156,0.5396165,0.007626323,0.04087442,0.08092101,0.02170134,0.006506985,0.1497369,0.08708201,0.131612,1.843455,0.03946512,0.03026253,0.2308108,0.05754014,8.774949,8.923205,17.72432,16.04959,30.10718,6.497349,24.07027,51.22424
256,0.02070004,0.04302737,0.02845763,0.01176825,0.01323305,0.03659889,0.002251221,0.0007641389,0.03559363,0.02171785,0.008834367,0.001505055,0.04526477,0.07143392,0.5421209,0.005980221,0.0272072,0.01318748,0.007804732,0.007458109,7.206751E-06,0.01357277,9.920033E-06,0.002789008,0.03730898,0.0006073415,0.003174745,0.0004395248,0.003625868,2.262135E-05,0.00570816,0.0002924898,0.003426473,0.007609155,0.0001769496,0.002501636,0.008772981,0.01144873,0.004188498,0.006774219,0.02364246,0.03502855,0.08364231,0.02351101,0.02046513,0.08639918,0.3956708,0.01836504,0.4133461,0.001166872,0.01748234,0.1103582,0.03743591,0.1488505,0.02657591,0.09971156,0.5532453,0.007029225,0.03932894,0.07879111,0.025804,0.006711695,0.1566172,0.08855857,0.1324777,1.805769,0.03584681,0.02989982,0.231902,0.05712968,8.831508,8.852104,17.58459,15.83466,31.05401,7.280155,25.13354,52.08453
257,0.02068154,0.04302511,0.02846918,0.01174983,0.01322548,0.03657519,0.002248006,0.0007696961,0.03562593,0.02173552,0.008874768,0.001500226,0.04536253,0.07229615,0.5453408,0.006037051,0.02727384,0.01344437,0.007851566,0.007450395,9.023876E-06,0.01334911,8.966727E-06,0.002749204,0.03727312,0.0006274836,0.003165112,0.0004577404,0.00369435,2.386386E-05,0.005752009,0.0002931296,0.003427574,0.007628547,0.0002245669,0.002710409,0.008812645,0.01134542,0.004183562,0.006749159,0.02378722,0.03529107,0.08396927,0.02353837,0.02060257,0.08881212,0.3981637,0.01846283,0.4138415,0.001161102,0.01748332,0.1103964,0.03709819,0.14862,0.02656354,0.09927061,0.5668389,0.007629847,0.04066613,0.07579402,0.03076338,0.007247036,0.1639649,0.09033839,0.1335241,1.767717,0.03573684,0.02982042,0.2355494,0.05668473,8.897231,8.848907,17.73088,15.76237,31.70214,8.163881,25.73377,54.15919
