TimeStep,"Coastal dolphins","Offshore dolphins","Baleen whales",Seabird,"Sea turtle","Blacktip shark","Dusky shark","Sandbar shark","Large coastal sharks","Large oceanic sharks","Atlantic sharpnose shark","Small coastal sharks","Yellowfin tuna","Bluefin tuna","Other tunas",Billfish,Swordfish,"Pelagic coastal piscivores",Amberjack,Cobia,"King mackerel (0-1yr)","King mackerel (1+yr)","Spanish mackerel (0-1yr)","Spanish mackerel (1+yr)",Skates-rays,"Gag grouper (0-3yr)","Gag grouper (3+yr)","Red grouper (0-3yr)","Red grouper (3+yr)","Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)","Goliath grouper","Deep-water grouper","Shallow-water grouper","Red snapper (0yr)","Red snapper (1-2yr)","Red snapper (3+yr)","Vermilion snapper","Mutton snapper","Other snapper","Inshore coastal piscivores","Sea trout","Oceanic piscivores","Benthic piscivores","Reef piscivores","Reef invertebrate feeders","Demersal coastal invertebrate feeders","Red drum","Benthic coastal invertebrate feeders",Tilefish,"Gray triggerfish","Coastal omnivores","Reef omnivores","Surface pelagics","Large oceanic planktivores","Oceanic planktivores",Sardine-herring-scad,"Menhaden (0yr)","Menhaden (1yr)","Menhaden (2yr)","Menhaden (3yr)","Menhaden (4yr)",Anchovy-silverside-killifish,Mullet,Butterfish,Cephalopod,"Pink shrimp","Brown shrimp","White shrimp",Crab,"Sessile epifauna","Mobile epifauna",Zooplankton,Infauna,Algae,Seagrass,Phytoplankton,Detritus
101,0.01989272,0.03723647,0.02761903,0.01211492,0.01325643,0.04002527,0.005011851,0.001082103,0.0314467,0.02070321,0.01137338,0.001562885,0.02563772,0.009703968,0.1562051,0.001862593,0.02178806,0.01323169,0.008971285,0.005365935,9.990675E-06,0.02590749,7.019596E-06,0.001667854,0.03394063,0.0007241282,0.004240221,0.000404094,0.002953521,2.621349E-05,0.005907468,4.367506E-06,0.003571669,0.007819586,0.0001972426,0.002805804,0.007091494,0.03185047,0.003786537,0.006990417,0.02426662,0.03697572,0.07284729,0.02222575,0.01961826,0.08728385,0.399707,0.02052703,0.408896,0.002070917,0.02797073,0.1101701,0.03923447,0.1486899,0.02667013,0.1050277,0.5121425,0.007844804,0.02024481,0.04071544,0.02849447,0.007740537,0.1737608,0.09803487,0.1505611,1.882347,0.04098353,0.03040634,0.2803279,0.114641,8.974156,9.916676,18.86212,16.47889,32.83978,10.45086,26.41096,56.93435
102,0.01989408,0.03726984,0.02762851,0.01211267,0.01325867,0.03999497,0.004990867,0.001072188,0.0314493,0.0206984,0.0113892,0.001563231,0.02575074,0.009833442,0.1576875,0.00187294,0.0218257,0.01301367,0.008887568,0.005358534,1.201654E-05,0.02644165,6.276151E-06,0.00156739,0.03401727,0.0007413637,0.00427892,0.0004131357,0.003007648,2.691977E-05,0.005899126,4.400324E-06,0.003573079,0.007889247,0.0002014007,0.002852444,0.007125879,0.03145195,0.003789006,0.007044522,0.02355101,0.03646397,0.07261763,0.02232275,0.01983614,0.08704073,0.3999785,0.0200414,0.4067247,0.002029434,0.02756208,0.1107282,0.03976727,0.1494438,0.02668202,0.1054789,0.5017515,0.008084944,0.0228937,0.03748203,0.02775901,0.008749348,0.1652914,0.09586848,0.1511121,1.889941,0.04334999,0.03030383,0.2818927,0.1134291,8.880341,9.975822,19.18071,16.56718,33.0877,11.27807,26.63754,58.20087
103,0.01989821,0.0373125,0.02763697,0.0121134,0.01326239,0.03998706,0.004963522,0.001060788,0.03145922,0.02069524,0.01138243,0.001564944,0.02588982,0.009970703,0.159328,0.00187964,0.02183283,0.01253476,0.008818174,0.005353069,1.325211E-05,0.02681327,5.48342E-06,0.001482271,0.03406217,0.0007548978,0.0043135,0.0004173236,0.003048361,2.745561E-05,0.005872048,4.355501E-06,0.003575162,0.007954051,0.0001912053,0.002819054,0.00713561,0.03107996,0.003804318,0.007130282,0.02257527,0.03549612,0.07232404,0.02240618,0.01996399,0.08461891,0.3979953,0.01934057,0.4025135,0.001990152,0.02716359,0.1112747,0.04070221,0.1491903,0.02671064,0.1063641,0.4837181,0.009095418,0.0275937,0.03410101,0.02681297,0.009420499,0.1511445,0.09199446,0.1488301,1.920812,0.04680722,0.03036133,0.2782924,0.1127938,8.682528,10.01551,19.58165,16.79283,33.2432,12.11386,26.73017,59.06274
104,0.01990542,0.03736672,0.02764557,0.01211583,0.01326732,0.03998704,0.004929843,0.001047971,0.03147851,0.02069428,0.01134578,0.001567472,0.02604512,0.01010952,0.1611,0.001883148,0.02180864,0.01200098,0.008745153,0.005344451,1.619499E-05,0.02716895,5.914667E-06,0.001380809,0.03405297,0.000762624,0.00433763,0.000416602,0.003069282,2.782981E-05,0.005836211,4.215153E-06,0.003577303,0.007994445,0.0001709483,0.002683086,0.007097587,0.0307179,0.003826638,0.007226648,0.02155771,0.03427428,0.07206906,0.02244864,0.01999268,0.08155762,0.3937659,0.01858419,0.3966299,0.001952641,0.02675898,0.1118253,0.04181628,0.1478755,0.02675308,0.107487,0.4643874,0.01109211,0.03329799,0.03099813,0.02575075,0.009836489,0.1362106,0.08767577,0.1446867,1.96912,0.05096008,0.03031965,0.2683542,0.1123831,8.40058,9.942557,19.94314,17.11614,33.38127,12.71405,26.77704,59.65533
105,0.0199106,0.03741608,0.02765479,0.0121189,0.0132712,0.04003429,0.004903745,0.001038176,0.03149021,0.02069506,0.01136554,0.001569143,0.02619442,0.01025116,0.1628199,0.00189155,0.0218115,0.01147417,0.008661881,0.005358553,2.118515E-05,0.02742788,7.170499E-06,0.001243852,0.03396064,0.0007631418,0.004347241,0.0004137199,0.003064453,2.803738E-05,0.005833797,3.941222E-06,0.003576972,0.008009277,0.0001382615,0.002418347,0.006932283,0.03033979,0.003854786,0.007334854,0.02055344,0.03291889,0.07169914,0.02237644,0.02014754,0.07849198,0.3864525,0.01784904,0.388584,0.001915719,0.02638586,0.1132042,0.04301457,0.1481847,0.02678206,0.1084615,0.4447424,0.01262578,0.03692579,0.02722453,0.02367961,0.009722207,0.1218774,0.08340494,0.142024,2.024965,0.05594499,0.03068109,0.2498699,0.1129736,8.012817,9.747065,20.2027,17.47582,33.57668,12.89801,26.91806,60.07744
106,0.01991106,0.0374598,0.02766515,0.01211684,0.01327242,0.04006891,0.004885653,0.001030967,0.03149303,0.02069718,0.01141215,0.001569276,0.02632604,0.01039098,0.164433,0.001904339,0.02184804,0.01140836,0.008552736,0.005379925,2.448703E-05,0.0271939,9.765866E-06,0.001228308,0.03395803,0.0007711138,0.004346219,0.000414292,0.003087081,2.790659E-05,0.005835798,3.861857E-06,0.003571807,0.008061582,0.000144849,0.002157778,0.0068299,0.02997082,0.003883441,0.007439763,0.02046306,0.03265055,0.07121045,0.02221469,0.02041962,0.07887776,0.3826266,0.01772436,0.3833956,0.001878672,0.02606633,0.1147739,0.04412427,0.1497531,0.02679468,0.1091822,0.4361274,0.0120924,0.04654485,0.02642239,0.02422152,0.01062719,0.1205556,0.08391026,0.1425765,2.044029,0.06103036,0.03113001,0.2477243,0.1132409,7.87387,9.771909,20.27578,17.62913,33.4823,12.53428,26.80062,60.31336
107,0.01990939,0.03750212,0.02767902,0.01211174,0.01327186,0.0400825,0.004870227,0.001024585,0.0314892,0.02069681,0.01145563,0.001566888,0.02641385,0.01052634,0.1658872,0.001918063,0.02189529,0.01160414,0.008422994,0.00539844,2.486026E-05,0.02673488,1.051541E-05,0.001378276,0.03401176,0.0007759334,0.004337724,0.0004115365,0.003114993,2.796066E-05,0.005839326,3.892659E-06,0.003562603,0.008126669,0.0001834178,0.002332045,0.006843355,0.02964199,0.003908799,0.00752059,0.020929,0.03309671,0.0712419,0.02218145,0.02066665,0.08126281,0.385872,0.01798443,0.3847412,0.001843874,0.02576844,0.1160527,0.04487931,0.1510966,0.02679505,0.1090369,0.4435149,0.0101554,0.05544538,0.02603719,0.02509208,0.01180372,0.127101,0.08635224,0.1441017,2.028838,0.06463052,0.03128253,0.255138,0.1126616,8.024324,9.882483,20.1739,17.61524,33.12459,11.6738,26.44283,60.04086
108,0.01991192,0.03754562,0.02769391,0.01210653,0.01327088,0.04002443,0.00485273,0.001019712,0.0314866,0.0206949,0.01137676,0.001563897,0.0264803,0.01065981,0.1672594,0.001932225,0.02194498,0.01187102,0.008196675,0.005381241,2.345781E-05,0.02595073,1.085336E-05,0.001457637,0.03409064,0.0007725949,0.004329738,0.0004059714,0.003010845,2.797342E-05,0.005930719,3.74866E-06,0.003555385,0.008124835,0.0001865867,0.002493596,0.006879789,0.02948306,0.003919661,0.007516451,0.02159298,0.03380091,0.07159637,0.02221063,0.02067085,0.08331489,0.3893797,0.01838922,0.3894846,0.001823531,0.02537784,0.1160189,0.04484208,0.1518056,0.0267896,0.1083561,0.4559535,0.007972837,0.06030479,0.024945,0.02515503,0.01276711,0.1358652,0.08885749,0.1457658,2.007212,0.06366973,0.02949854,0.2650795,0.112827,8.253739,9.998776,19.97339,17.50964,32.42248,10.52072,25.78335,59.18594
109,0.01992474,0.03760462,0.02770832,0.01210235,0.01327031,0.0398116,0.004834358,0.001014459,0.03149201,0.02069157,0.01118621,0.001562223,0.02654882,0.01079397,0.1686216,0.001946377,0.02199333,0.01208464,0.007953956,0.005310888,2.131002E-05,0.02509617,1.115202E-05,0.001501825,0.03415987,0.0007480242,0.004299809,0.0003935077,0.002858111,2.762135E-05,0.005929583,3.391878E-06,0.003553055,0.008032058,0.0001602802,0.002481603,0.006885349,0.02932834,0.003892002,0.007411307,0.02227772,0.03453969,0.07208898,0.02226232,0.02042445,0.08375517,0.3903328,0.01884694,0.3954071,0.001807853,0.02497637,0.1142076,0.0438642,0.1511222,0.02678211,0.1074952,0.4674585,0.00679426,0.06191295,0.02299617,0.02415825,0.01344526,0.1424565,0.09015404,0.1473651,1.994705,0.05827589,0.02723219,0.271711,0.1121176,8.495059,10.03459,19.6834,17.36037,31.80256,9.611696,25.20573,57.66994
110,0.01993998,0.0376698,0.02771913,0.01209793,0.01327011,0.03954592,0.004815992,0.00100912,0.03150151,0.02068707,0.01095157,0.001561529,0.02662246,0.0109296,0.1699944,0.001960224,0.02203979,0.01229473,0.007720694,0.00522586,1.963731E-05,0.02409109,1.142418E-05,0.001535366,0.03422791,0.0007196632,0.004257294,0.0003814536,0.002698652,2.683024E-05,0.005900307,3.002252E-06,0.003553494,0.007897168,0.0001322321,0.002417743,0.006878702,0.02913243,0.003833376,0.007250878,0.02296046,0.0352748,0.07262464,0.02232063,0.02006222,0.08314991,0.390094,0.01929446,0.4018939,0.0017938,0.02458272,0.111684,0.04238617,0.1498462,0.02677411,0.1065923,0.4787138,0.006398823,0.06192361,0.02088848,0.02236731,0.01394557,0.1490716,0.09139519,0.1489218,1.982062,0.05097025,0.02520306,0.2767306,0.1112669,8.69346,10.01153,19.3349,17.14007,31.45944,9.112959,24.87924,56.1853
111,0.01994611,0.03771827,0.02772808,0.01209184,0.01327013,0.03939508,0.004797465,0.001004246,0.03150631,0.02068169,0.01077611,0.001560228,0.02668738,0.0110666,0.1713667,0.001973675,0.02208505,0.01257032,0.007504247,0.005179076,1.888215E-05,0.02288048,1.162353E-05,0.001571673,0.03431705,0.000708518,0.004230084,0.0003801775,0.002583735,2.619865E-05,0.005883143,2.77387E-06,0.003554763,0.007783653,0.0001281445,0.002458793,0.006903213,0.02896158,0.003770608,0.007089983,0.02352252,0.03590569,0.07314032,0.02240613,0.01970428,0.0830685,0.3929003,0.01967405,0.4074808,0.001780829,0.02419576,0.1103209,0.04082622,0.1495569,0.02676666,0.1056981,0.493732,0.006520735,0.06102604,0.01962392,0.02057592,0.01440892,0.1578367,0.09333017,0.1504573,1.954037,0.04449286,0.0234668,0.2798507,0.1115975,8.813064,9.986402,18.9822,16.84394,31.69532,9.162714,25.21345,55.22837
112,0.01994672,0.0377549,0.02773606,0.01208434,0.01327036,0.03931651,0.00477793,0.0009991045,0.03150526,0.02067574,0.01066452,0.001558144,0.0267425,0.01120536,0.1727344,0.001986937,0.02212894,0.01285772,0.007304398,0.005158624,1.892314E-05,0.02196932,1.142632E-05,0.001613061,0.03440646,0.0007166279,0.004227384,0.0003874585,0.002538444,2.616627E-05,0.005881733,2.77091E-06,0.003555916,0.007758321,0.0001645327,0.002651459,0.00694586,0.02884621,0.003726769,0.006995037,0.02395131,0.03645369,0.07361232,0.02249884,0.01963687,0.08510856,0.3970494,0.01997939,0.4110329,0.001768589,0.02381844,0.1102904,0.03967988,0.1497465,0.02676059,0.1048805,0.509488,0.00717225,0.05881355,0.01916088,0.01873413,0.01477076,0.1668123,0.09547762,0.1518403,1.91766,0.04158226,0.02196576,0.2820576,0.1120033,8.909615,9.952949,18.77988,16.59575,32.34537,9.701796,25.94904,55.54232
113,0.01994634,0.03778713,0.02774342,0.01207628,0.01327098,0.03925188,0.004756952,0.0009932813,0.03150234,0.02066972,0.01057596,0.00155635,0.0268061,0.0113482,0.1741546,0.001999341,0.02217077,0.01313036,0.007121263,0.005143681,1.981382E-05,0.02186149,1.14791E-05,0.001633157,0.03449415,0.0007303493,0.004235311,0.0003951475,0.002508769,2.657047E-05,0.005881201,2.839029E-06,0.003556469,0.00779756,0.0001920861,0.002797004,0.006989972,0.0287677,0.003710432,0.006983459,0.02409774,0.03681133,0.07389405,0.02259281,0.01978701,0.08771271,0.4006672,0.02007249,0.4124157,0.001757138,0.02345778,0.1105967,0.03943442,0.1498191,0.02675898,0.1044601,0.5231529,0.008525498,0.05594974,0.02075665,0.01714913,0.01523353,0.1749168,0.09765012,0.1530136,1.887069,0.04174798,0.02082282,0.2858571,0.1123198,8.976018,9.934425,18.82415,16.48724,32.8351,10.4483,26.40926,56.91882
114,0.01994905,0.03782021,0.02775037,0.01207507,0.01327308,0.03923839,0.004735386,0.0009873618,0.03150798,0.02066663,0.01051554,0.001557136,0.02691953,0.01149941,0.1757648,0.002011334,0.02220844,0.01291811,0.006991487,0.005141552,2.130874E-05,0.02233388,1.038552E-05,0.00154331,0.03458156,0.0007492671,0.004277941,0.0004052153,0.002498281,2.728241E-05,0.00590161,2.90159E-06,0.00355823,0.007868053,0.0001959503,0.002852155,0.007057608,0.02872171,0.00371737,0.007039143,0.02339086,0.03630891,0.07365821,0.02269881,0.02000694,0.08745889,0.4009162,0.01960155,0.4101415,0.001746724,0.02312183,0.1111466,0.03995725,0.1505077,0.02676885,0.1049154,0.5125036,0.0108588,0.05035273,0.02526059,0.01543375,0.01539224,0.1663156,0.09549394,0.153373,1.89347,0.04405122,0.02016487,0.287693,0.113651,8.881659,9.99116,19.14357,16.5733,33.08354,11.27553,26.63988,58.19294
115,0.01995433,0.03786228,0.0277576,0.01207687,0.01327681,0.03924684,0.004707618,0.0009799355,0.03152084,0.02066518,0.01043709,0.001559412,0.02706069,0.0116598,0.1775543,0.002019272,0.02221501,0.01244454,0.006879256,0.005141686,2.28309E-05,0.02283527,8.725731E-06,0.001461108,0.03463798,0.0007642574,0.004316456,0.0004108472,0.002479241,2.781128E-05,0.005902755,2.898076E-06,0.003560657,0.007934028,0.0001860127,0.002825892,0.00709861,0.02868479,0.00373705,0.007126905,0.02242355,0.03535,0.0733604,0.0227916,0.02013598,0.08501975,0.398902,0.01891702,0.4058053,0.001736806,0.02279159,0.1116839,0.04088441,0.1501867,0.02679568,0.1058044,0.4941049,0.01444006,0.0455644,0.02866923,0.01357231,0.01517291,0.1520186,0.09163228,0.150841,1.923439,0.04746601,0.01971374,0.2842823,0.1154393,8.683593,10.02862,19.54769,16.7973,33.23991,12.1113,26.7351,59.06168
116,0.01996203,0.03791576,0.02776529,0.01208035,0.01328182,0.03926242,0.004673685,0.0009710282,0.03154378,0.02066596,0.01033386,0.001562606,0.02721982,0.01182204,0.1794948,0.002023649,0.02218963,0.01191552,0.006767179,0.005138925,2.495331E-05,0.02350457,7.847467E-06,0.001365334,0.03464044,0.0007732025,0.00434444,0.0004119373,0.002446119,2.816546E-05,0.005893656,2.816869E-06,0.003563115,0.007975745,0.0001664911,0.002695299,0.007089781,0.0286428,0.003763774,0.007225601,0.02141396,0.03413644,0.07310265,0.02284339,0.02016474,0.08193991,0.3946346,0.01817689,0.3997798,0.00172711,0.02245296,0.1122247,0.04199218,0.1488066,0.02683649,0.1069314,0.4743808,0.01937571,0.0421871,0.02947184,0.01172609,0.01452556,0.1369431,0.0873258,0.14641,1.971062,0.05157762,0.01928986,0.2744125,0.1173432,8.401627,9.953531,19.91377,17.11935,33.37901,12.71144,26.78318,59.65918
117,0.01996807,0.03796414,0.02777368,0.01208446,0.01328604,0.03932417,0.004647206,0.0009649424,0.03155867,0.0206685,0.0102879,0.001565071,0.02737179,0.0119875,0.1813701,0.002033432,0.02219188,0.01139322,0.006649414,0.005158972,2.74684E-05,0.02422379,8.074982E-06,0.001240954,0.03455999,0.0007746934,0.004357725,0.000411071,0.002394296,2.83413E-05,0.005913474,2.631496E-06,0.003563098,0.007991996,0.0001349893,0.002434519,0.006950916,0.02857089,0.003796381,0.007336454,0.02041767,0.03278819,0.07272845,0.02277933,0.02032226,0.07885365,0.3872795,0.01745774,0.3915604,0.001716586,0.02214237,0.1135976,0.04318422,0.1490606,0.0268637,0.1079097,0.4542753,0.02583685,0.03812561,0.02940566,0.01010139,0.01342353,0.1224729,0.08306769,0.1434101,2.026277,0.05651511,0.01918393,0.2557658,0.12023,8.013991,9.755716,20.17564,17.47745,33.57519,12.89536,26.92353,60.08444
118,0.01996933,0.0380068,0.02778505,0.01208332,0.0132877,0.03937177,0.004628552,0.0009612292,0.0315646,0.02067238,0.01026854,0.001566112,0.02750216,0.0121507,0.1831133,0.00204811,0.02222843,0.01133117,0.006510071,0.005185928,3.163857E-05,0.02475764,1.11076E-05,0.001336729,0.03457103,0.0007835347,0.004359888,0.0004137081,0.002368224,2.816692E-05,0.005935801,2.600061E-06,0.003558241,0.008046017,0.0001419483,0.002176752,0.006873201,0.02849339,0.003829548,0.007444089,0.02033199,0.03252641,0.07223236,0.02262407,0.02059826,0.07922853,0.3833956,0.01734369,0.3860942,0.001704587,0.02187682,0.1151603,0.04428094,0.1505167,0.02687443,0.1086343,0.4451517,0.0329799,0.03739488,0.03295199,0.009485191,0.01403061,0.1210613,0.08357379,0.1435041,2.044344,0.06152327,0.01915526,0.2536851,0.1226876,7.875151,9.777966,20.24364,17.62818,33.47998,12.53162,26.80383,60.32098
119,0.01996843,0.03804773,0.02779851,0.01207911,0.01328771,0.03939705,0.004612467,0.0009581746,0.03156371,0.02067375,0.0102468,0.00156471,0.02758356,0.01230854,0.1846682,0.002063931,0.02227598,0.01152898,0.006354626,0.005209703,3.475984E-05,0.02522303,1.331557E-05,0.00165566,0.03463993,0.0007890496,0.004354398,0.0004132967,0.002347786,2.817288E-05,0.005960186,2.642144E-06,0.003549321,0.008113003,0.0001796413,0.002354839,0.006910141,0.02844088,0.003859526,0.007527607,0.02079888,0.03297914,0.07225481,0.02259762,0.02084832,0.0815973,0.3865703,0.01761034,0.3871219,0.001693546,0.02162699,0.1164278,0.0450101,0.1516879,0.02687273,0.1084947,0.4521091,0.03872107,0.03849408,0.03769542,0.009120676,0.01515186,0.1275132,0.08600622,0.144412,2.027835,0.06500328,0.01897814,0.2613523,0.1241002,8.02567,9.885374,20.13323,17.61083,33.12116,11.67117,26.44491,60.04517
120,0.01997164,0.0380896,0.02781253,0.01207466,0.01328743,0.03934564,0.004595226,0.0009521959,0.03156402,0.02067334,0.01017233,0.001562752,0.02764069,0.012464,0.1861247,0.002080257,0.02232599,0.01179714,0.006355974,0.00525101,3.604346E-05,0.0258983,1.489072E-05,0.001908467,0.03473458,0.0007859052,0.004339091,0.0004096033,0.002392521,2.813391E-05,0.005966143,3.230989E-06,0.003542338,0.008112597,0.0001830338,0.002516644,0.00701427,0.02816949,0.003883242,0.007525328,0.02146158,0.03368985,0.07260049,0.02263327,0.02085131,0.08361917,0.3899908,0.01802059,0.3915139,0.001685057,0.02110611,0.1163754,0.04493479,0.1521869,0.02686515,0.1078159,0.464059,0.04188138,0.04323591,0.04202926,0.008826948,0.01615392,0.1361588,0.08849622,0.1453572,2.004871,0.06398931,0.01908115,0.271306,0.1249519,8.255177,9.997594,19.91767,17.50204,32.41745,10.51818,25.78372,59.18771
121,0.01998498,0.03814644,0.02782585,0.01207121,0.0132876,0.03913907,0.004577441,0.0009444453,0.03157225,0.02067145,0.01001222,0.001562068,0.02770244,0.01262025,0.1875739,0.002096563,0.02237454,0.01201182,0.006410445,0.005253489,3.408447E-05,0.02572004,1.592067E-05,0.002093317,0.03481668,0.0007609293,0.004302414,0.0003985276,0.002384429,2.774139E-05,0.00595704,3.802881E-06,0.003540165,0.008020736,0.0001577262,0.002503547,0.007085518,0.02778771,0.003870983,0.007420979,0.02214537,0.03443642,0.07308554,0.02268922,0.02060066,0.08401895,0.3908604,0.01848379,0.3971113,0.001677268,0.02053006,0.1145403,0.0439107,0.1513142,0.02685543,0.1069537,0.4750379,0.043011,0.05110776,0.04354046,0.008316927,0.01640752,0.1426056,0.08977517,0.1463004,1.991314,0.05855617,0.01899966,0.2778146,0.1243976,8.496573,10.02911,19.61359,17.35064,31.7962,9.609299,25.20627,57.66804
122,0.02000066,0.03820909,0.02783567,0.01206743,0.01328821,0.03887986,0.004559783,0.0009362233,0.03158469,0.02066833,0.009816839,0.00156232,0.02777284,0.01277824,0.1890417,0.002112524,0.02242114,0.01222297,0.006485158,0.005242817,3.124863E-05,0.02540038,1.635735E-05,0.002219806,0.03489406,0.0007318115,0.004253879,0.0003874177,0.00235466,2.691021E-05,0.005920709,4.317921E-06,0.003540705,0.007886612,0.0001305605,0.002438338,0.007142364,0.02734054,0.003828147,0.007260791,0.02282773,0.03517846,0.07361412,0.02274875,0.02023382,0.08336737,0.3905378,0.01893722,0.4032673,0.00166976,0.0199617,0.111992,0.04238097,0.1498948,0.02684516,0.1060486,0.4857546,0.04226716,0.05996012,0.0431821,0.007763465,0.01595021,0.1490625,0.09099471,0.147276,1.977816,0.05121639,0.01887832,0.2826535,0.123533,8.695077,10.002,19.25607,17.12901,31.45237,9.11071,24.88159,56.18156
123,0.0200071,0.03825488,0.02784364,0.01206184,0.01328899,0.03873486,0.004542099,0.0009283843,0.03159237,0.0206643,0.009678919,0.001561929,0.0278338,0.01293785,0.1905064,0.002128063,0.0224665,0.01249929,0.00656922,0.005269261,2.83965E-05,0.02510561,1.547466E-05,0.0022738,0.03498911,0.0007198337,0.00422168,0.000386771,0.002351228,2.623606E-05,0.005896566,4.997219E-06,0.003542027,0.007773945,0.0001269418,0.002478004,0.007229099,0.02691981,0.003780782,0.007099969,0.02339047,0.03581391,0.07412173,0.0228321,0.01987143,0.08323531,0.3932587,0.01932284,0.4085062,0.001662794,0.01941371,0.1106078,0.0407646,0.1494987,0.02683548,0.1051523,0.5002146,0.03955034,0.07004517,0.04211862,0.007584856,0.01552246,0.1576624,0.09290259,0.1481671,1.948964,0.04471033,0.01870128,0.2855569,0.123947,8.814792,9.972816,18.8956,16.8312,31.68722,9.16058,25.21698,55.22643
124,0.02000792,0.03828863,0.02785062,0.01205477,0.01328996,0.03866193,0.004523476,0.0009203225,0.03159408,0.02065966,0.009599729,0.001560724,0.02788481,0.01309948,0.1919639,0.002143416,0.0225104,0.01278733,0.006657722,0.005320179,2.440583E-05,0.02499094,1.365617E-05,0.002269969,0.03508076,0.0007271371,0.004214978,0.0003944488,0.002403756,2.615467E-05,0.005888626,6.050158E-06,0.003543189,0.007750044,0.0001635802,0.002669228,0.007332895,0.02656338,0.003751924,0.007005563,0.02382166,0.03636518,0.07458398,0.02291948,0.01980479,0.08523203,0.3973312,0.01963492,0.4117186,0.001656301,0.0188917,0.1105607,0.03956718,0.149627,0.02682721,0.1043352,0.5153993,0.03566999,0.07599042,0.03928425,0.007639981,0.01462325,0.1664655,0.09502243,0.1488875,1.9119,0.04179187,0.01847258,0.2875459,0.1244693,8.911542,9.935915,18.69247,16.58149,32.3369,9.699711,25.95577,55.54118
125,0.02000766,0.03831783,0.02785699,0.01204703,0.01329132,0.03860277,0.004503476,0.0009116641,0.03159392,0.02065496,0.009540844,0.00155976,0.02794853,0.01326596,0.1934888,0.002157821,0.02255219,0.01306042,0.006750315,0.005374344,2.007479E-05,0.0248262,1.144596E-05,0.002217568,0.03516693,0.0007399056,0.004219327,0.0004021973,0.002464503,2.650299E-05,0.005881774,7.294185E-06,0.003543707,0.007791259,0.0001916201,0.002812403,0.007437161,0.02625548,0.003750371,0.006995256,0.0239727,0.03672571,0.07485488,0.023006,0.01996001,0.08780213,0.4008776,0.01973706,0.4127656,0.001650472,0.01840124,0.1108521,0.03928445,0.1496863,0.02682347,0.1039178,0.5285333,0.03137693,0.081417,0.03577578,0.008372298,0.01364962,0.1744032,0.0971685,0.1495502,1.880844,0.04197564,0.01835855,0.2911707,0.124911,8.978283,9.914658,18.7382,16.47198,32.8265,10.44625,26.41777,56.92163
126,0.02001042,0.03834765,0.02786436,0.01204608,0.01329417,0.03859465,0.00448299,0.0009030242,0.03160221,0.0206532,0.009508914,0.001561332,0.0280697,0.0134424,0.1952395,0.002171652,0.02258967,0.01285043,0.006886604,0.005439902,1.666483E-05,0.02473224,9.266287E-06,0.002038585,0.03524926,0.0007577093,0.004258955,0.0004119865,0.002539214,2.715338E-05,0.005895226,8.607807E-06,0.003545407,0.007864092,0.000196132,0.002864204,0.00756609,0.02599211,0.00377208,0.007052727,0.02327201,0.03622501,0.074611,0.0231044,0.02018715,0.08753706,0.401067,0.01927762,0.4102161,0.001645618,0.01794764,0.11139,0.03979686,0.1504301,0.02683138,0.1043756,0.5173783,0.02755578,0.08107272,0.0304656,0.00994317,0.01233728,0.16571,0.09501231,0.1496909,1.886984,0.04432605,0.01854014,0.2928617,0.1265078,8.884314,9.969421,19.06195,16.55768,33.0757,11.27349,26.64982,58.19862
127,0.0200157,0.03838643,0.02787097,0.01204803,0.01329864,0.03860824,0.004456471,0.000893056,0.0316207,0.0206531,0.009459899,0.001564348,0.02822537,0.01362972,0.1972083,0.002180916,0.02259548,0.01237976,0.007033109,0.005505837,1.353686E-05,0.02447599,7.186591E-06,0.001853665,0.03529682,0.0007713754,0.004294882,0.0004169998,0.002600644,2.761757E-05,0.005890165,9.867101E-06,0.003547777,0.007932548,0.0001868273,0.002834163,0.007666913,0.02575042,0.003806567,0.007142447,0.0223112,0.03526711,0.07430814,0.02318899,0.02032338,0.08510531,0.3990087,0.01860519,0.4056729,0.001641233,0.01751281,0.1119174,0.04072706,0.1502411,0.0268565,0.1052669,0.498692,0.02560726,0.07367377,0.02480187,0.01059212,0.01061982,0.1514078,0.09116369,0.1472263,1.916906,0.04780274,0.01881329,0.2892993,0.1286172,8.686648,10.00657,19.47952,16.78193,33.23413,12.10925,26.74747,59.06933
128,0.02002329,0.03843663,0.0278778,0.01205157,0.01330439,0.03862897,0.004423964,0.0008818205,0.03164747,0.02065531,0.00938704,0.001568241,0.02840463,0.01381942,0.1993615,0.002186167,0.02256884,0.01185435,0.0071722,0.005566399,1.091954E-05,0.02420842,5.792486E-06,0.001689136,0.03528689,0.0007788024,0.004320669,0.0004171291,0.002642778,2.790587E-05,0.005875507,1.098444E-05,0.003550211,0.007976814,0.0001678758,0.002699842,0.007715114,0.02551603,0.003848195,0.007243225,0.02130784,0.03405457,0.07404849,0.02323182,0.02035987,0.08204617,0.3947197,0.017877,0.3995013,0.001637041,0.01708407,0.1124514,0.04184556,0.1490506,0.02689586,0.1063963,0.4788784,0.02519458,0.06399548,0.01999118,0.01002828,0.008933695,0.1363804,0.08687509,0.143097,1.964689,0.05198583,0.01902903,0.2792456,0.1308505,8.405083,9.93276,19.86735,17.10477,33.37578,12.70936,26.79671,59.67054
