TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (0-1)|King mackerel (0-1yr)","King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (0-3yr)|Red grouper (0-3yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
244,0.0005248596,0.0005884834,9.415855E-05,0.001177219,1.483712E-05,0.003229545,0.0002457248,0.009321407,0.0006590863,0.02622838,0.002949671,0.008411004,0.004928837,0.003189621,0.001673988,0,0.0006597363,1.799766E-05,0.0001974177,8.111179E-05,0.0001859322,0.001636093,0,0.001838649,1.399649E-09,0.0002414294,0.0001015106,0.0004847808,0.001699442,0.0001586244,1.447104E-05,0.003340736,0.005291712,0.000411058,0.002773953,0.006072524,0.01935234,0.0006142218,0.00243086,0.0004539921,0.007098969,0.0177681,0.002664363,0.0183337,0.0003258545,0.005038224,0.0101768,0.000121197,0.0004421487,0.0007121996,2.992319E-05,0.00675426,0.008083845,0.001557444,0.0004535481,3.884434E-07,0.02018653,0.003507983,0.0004931555,0.01025444,0.116402,0.1059733,0.08728313,0.02921814,0.03199434,0.002394806
245,0.0005244663,0.0005859976,9.604956E-05,0.001178282,1.484327E-05,0.003213193,0.000245162,0.009338353,0.0006692332,0.02639827,0.002982378,0.008436948,0.005042112,0.003196182,0.001688463,0,0.0004458986,1.852166E-05,0.0002131814,8.067709E-05,0.0001850405,0.001627397,0,0.001848194,1.390141E-09,0.0002386778,0.0001004337,0.0004826253,0.001700067,0.0002128078,1.569995E-05,0.00336432,0.005342499,0.0004070282,0.002729863,0.006290391,0.01972765,0.0006210388,0.002425677,0.0004552587,0.007371502,0.01792332,0.002742574,0.01849612,0.0003218846,0.005078502,0.01021445,0.0001177161,0.0004423343,0.0007357843,2.550703E-05,0.00479988,0.008272499,0.0009485109,0.0002225379,4.11209E-07,0.020657,0.003524425,0.0004754214,0.009697559,0.1119638,0.1042407,0.08496267,0.02948332,0.03141752,0.002343648
246,0.0005251825,0.0005835362,9.774957E-05,0.001179157,1.484947E-05,0.003220516,0.0002445451,0.009362463,0.0006784069,0.02657089,0.003016474,0.008455037,0.005199266,0.003206101,0.001705909,0,0.0004032712,1.856304E-05,0.0002209133,8.054861E-05,0.0001866087,0.001623167,0,0.001863827,1.423092E-09,0.0002379619,9.979201E-05,0.0004809739,0.001722673,0.0002426769,1.634733E-05,0.003387191,0.00539468,0.0004072813,0.002729019,0.00633558,0.01983963,0.0006266134,0.002418538,0.0004609919,0.007653035,0.01804539,0.002762563,0.01851196,0.0003181215,0.00511196,0.01028888,0.0001169081,0.0004423128,0.0007572576,2.124701E-05,0.005935326,0.01259465,0.00113796,0.0002311285,4.287826E-07,0.02100162,0.00352841,0.0004626544,0.009838054,0.1087428,0.1033312,0.08292148,0.02920321,0.03098158,0.002347895
247,0.0005263509,0.0005816295,9.960773E-05,0.001180284,1.485845E-05,0.003249842,0.0002441715,0.009406036,0.0006877813,0.02677593,0.003051406,0.008473121,0.005185184,0.003251768,0.001726357,0,0.0004222162,1.733115E-05,0.000197718,8.103155E-05,0.000191006,0.001633835,0,0.001882955,1.474473E-09,0.0002376843,9.935265E-05,0.0004803682,0.001750746,0.0002294238,1.60231E-05,0.003407122,0.005460323,0.000411337,0.002763802,0.006105347,0.01918845,0.0006194999,0.00242416,0.000468636,0.007659259,0.01788303,0.002683403,0.0182338,0.0003151192,0.005143231,0.01039068,0.0001183436,0.0004444172,0.000729616,1.852534E-05,0.006062649,0.01637904,0.001327263,0.0002450042,4.076587E-07,0.02033084,0.003515236,0.0004595176,0.01047634,0.1074264,0.1018075,0.08187179,0.02798407,0.0307726,0.002410957
248,0.0005256824,0.0005791355,0.0001011194,0.00118176,1.48691E-05,0.003266845,0.0002440157,0.009466737,0.000692701,0.0270568,0.00307051,0.008495177,0.004720675,0.00331293,0.001735155,0,0.0004159842,1.248495E-05,0.0001817959,8.243582E-05,0.0001950893,0.001642372,0,0.001893626,1.497598E-09,0.0002351784,9.900305E-05,0.0004803575,0.001777703,0.0002120588,1.571048E-05,0.003416955,0.005535079,0.0004168437,0.002809563,0.005780106,0.01827554,0.0006087624,0.002439877,0.0004732939,0.007335609,0.0176527,0.002564766,0.01791271,0.0003126763,0.005164663,0.01046302,0.0001207791,0.0004429509,0.0006603522,1.757377E-05,0.005164046,0.01779643,0.0014763,0.0002485641,3.729848E-07,0.01929263,0.00342719,0.0004629713,0.01125957,0.1065562,0.100259,0.08083227,0.02656151,0.03067904,0.002511127
249,0.0005249602,0.0005758158,0.0001023321,0.001183497,1.488269E-05,0.003272894,0.0002439745,0.009537678,0.0006912125,0.02737357,0.003085658,0.008493085,0.004369254,0.003367841,0.00174137,0,0.0003948993,8.527486E-06,0.0001007158,8.438735E-05,0.0001994061,0.001647321,0,0.00189431,1.51327E-09,0.0002324294,9.842146E-05,0.0004809805,0.001795636,0.0001840238,1.481604E-05,0.003399943,0.005615503,0.0004232914,0.002858444,0.005434284,0.01721299,0.0005983895,0.002461641,0.0004758176,0.00691338,0.01728145,0.002431205,0.01741275,0.0003105528,0.005176176,0.0105226,0.000123792,0.0004389006,0.0005995592,1.804066E-05,0.003890899,0.01483643,0.001282762,0.000199171,3.326038E-07,0.01812273,0.003309837,0.00047226,0.01216478,0.1056917,0.09678151,0.07978417,0.02512542,0.03018713,0.002613974
250,0.000523669,0.0005699996,0.0001028869,0.001185079,1.489776E-05,0.003261214,0.000243813,0.009594104,0.0006945754,0.02758304,0.003104842,0.008478142,0.004098899,0.003398536,0.001751713,0,0.0003775167,7.917291E-06,6.721805E-05,8.344957E-05,0.0002046669,0.001647974,0,0.001886786,1.527832E-09,0.0002328955,9.731539E-05,0.0004827165,0.001800966,0.0001443057,1.331203E-05,0.003337723,0.005692401,0.0004301919,0.002907949,0.005103421,0.01617534,0.0005880129,0.00247402,0.0004792083,0.006489474,0.01670722,0.002312194,0.01678651,0.0003085337,0.00519188,0.01063744,0.0001268121,0.0004374871,0.0005455265,1.888843E-05,0.003089925,0.01210013,0.00111251,0.0001606191,2.923439E-07,0.01703026,0.003207501,0.000481801,0.01326451,0.1066688,0.09070262,0.08005688,0.02359222,0.02953077,0.002687189
251,0.0005225698,0.0005650552,0.0001038626,0.001186183,1.491311E-05,0.003265053,0.0002433018,0.009636095,0.0007053424,0.02774359,0.003132615,0.00848563,0.004167554,0.00338048,0.00176482,0,0.0003581202,8.993528E-06,8.448506E-05,8.131909E-05,0.0002046967,0.001644021,0,0.001902513,1.521291E-09,0.0002340472,9.658746E-05,0.0004839942,0.001818699,0.0001962851,1.302037E-05,0.003340295,0.005730915,0.0004364396,0.002946129,0.005147468,0.01613161,0.0005852596,0.002437201,0.0004850347,0.006539556,0.01661894,0.002317887,0.01662306,0.0003054532,0.005218404,0.01074974,0.0001289221,0.0004381497,0.0005424454,1.844028E-05,0.003153247,0.01276615,0.001157728,0.0001598246,2.913795E-07,0.01724329,0.003173091,0.0004784604,0.01415136,0.1077126,0.08889725,0.07965869,0.02383812,0.02967142,0.00270376
252,0.0003034738,0.0004949623,0.0001291847,0.00118704,1.545198E-05,0.002780393,0.0002424881,0.009661585,0.0007189689,0.02788575,0.003164295,0.008504386,0.00433603,0.002974075,0.001946389,0,0.0003429045,8.29557E-06,0.0001487172,7.989864E-05,0.0002011939,0.001837656,0,0.001595616,1.517287E-09,0.000169064,8.749203E-05,0.0004854054,0.001839229,0.0002288841,2.050886E-05,0.003506075,0.008412952,0.0003854645,0.002974095,0.005317098,0.01644472,0.0005897275,0.002406181,0.0004908982,0.006775033,0.01674784,0.002367843,0.01670561,0.0003051769,0.005936841,0.01084141,0.0001302595,0.0004386629,0.0005669429,1.652961E-05,0.003252234,0.01497124,0.001327755,0.0001726347,3.056807E-07,0.01783191,0.003168761,0.0004713876,0.01872519,0.09799051,0.07386646,0.06228568,0.02458912,0.02997026,0.002648293
253,0.0003046642,0.0004943943,0.0001318922,0.001188036,1.546509E-05,0.002836171,0.0002417377,0.009677597,0.0007326115,0.0280265,0.003198426,0.008527058,0.004583455,0.002971802,0.001931259,0,0.0003403955,7.371355E-06,0.0001653037,8.000257E-05,0.0001918977,0.001814199,0,0.001590507,1.495806E-09,0.0001699697,8.6799E-05,0.0004842347,0.001801974,0.0001996215,2.066057E-05,0.003501516,0.008309488,0.0003873235,0.002933914,0.005510205,0.01680436,0.0005966303,0.002388095,0.0004874393,0.00695097,0.01678903,0.002439921,0.01693991,0.0003020742,0.005946773,0.01065746,0.0001281316,0.0004365023,0.0006053828,1.37603E-05,0.002792317,0.01454253,0.001294121,0.0001682161,3.251615E-07,0.01810296,0.003186954,0.0004699913,0.01705695,0.09764713,0.07546002,0.06095648,0.02558109,0.03002939,0.002562173
254,0.0003026675,0.000499386,0.0001356143,0.001189726,1.547711E-05,0.00288743,0.0002415777,0.009703398,0.000745343,0.02824845,0.003240675,0.008550831,0.004899403,0.002990434,0.001883889,0,0.0003849259,6.56844E-06,0.0001666855,8.109522E-05,0.0001770684,0.001761653,0,0.00154688,1.412353E-09,0.000168555,8.494486E-05,0.0004817699,0.001729839,0.0001460005,1.897697E-05,0.003445192,0.008103824,0.0003799124,0.00283261,0.00554172,0.01685466,0.000603986,0.002389054,0.0004762578,0.006912338,0.01652748,0.0025208,0.01710562,0.0002993322,0.005953776,0.01024798,0.0001227622,0.0004278917,0.0006390313,1.072943E-05,0.002266787,0.01348053,0.001339537,0.0001728266,3.311917E-07,0.01783522,0.003219442,0.000475177,0.01454194,0.09492881,0.07616617,0.05821867,0.0266588,0.02913411,0.002476017
255,0.0003012904,0.0005027224,0.0001373097,0.001191456,1.548826E-05,0.002939466,0.0002414634,0.009726577,0.0007572291,0.02844535,0.003280788,0.008574781,0.005147344,0.003009458,0.001849744,0,0.0004451704,5.926353E-06,0.0001760186,8.083173E-05,0.0001617816,0.001710247,0,0.001503568,1.337141E-09,0.0001661878,8.309317E-05,0.0004792747,0.001658734,0.0001153452,1.777588E-05,0.00340855,0.007874386,0.0003704214,0.002722731,0.005699832,0.01715916,0.0006112501,0.002389834,0.000462796,0.00684418,0.01630536,0.002597012,0.01734742,0.0002965947,0.005953552,0.009882651,0.0001169402,0.0004209029,0.0006783041,6.822034E-06,0.0009669121,0.00641409,0.00075517,0.0001117689,3.464446E-07,0.0178955,0.003246758,0.0004731948,0.01207137,0.0935554,0.0767874,0.05662385,0.02734501,0.02836392,0.002391349
256,0.0003004922,0.0005050666,0.000138371,0.001192873,1.549892E-05,0.002927853,0.0002410857,0.009748083,0.000769131,0.02864151,0.003318003,0.008601285,0.005154321,0.003036149,0.001830561,0,0.0004095202,5.860362E-06,0.0001763372,8.005219E-05,0.0001583983,0.001679057,0,0.001486721,1.298274E-09,0.0001641064,8.205893E-05,0.0004772079,0.001614915,0.0001274149,1.818235E-05,0.003410591,0.0076963,0.0003635079,0.002634853,0.005860439,0.01748882,0.0006186113,0.002389385,0.0004504344,0.00684707,0.01635539,0.002648605,0.01759972,0.0002940381,0.005946672,0.009651089,0.0001118529,0.0004175429,0.0007068233,5.443904E-06,0.0008251475,0.006459383,0.0008763914,9.876816E-05,3.658947E-07,0.01816998,0.003281848,0.0004630394,0.01032174,0.09209634,0.07668541,0.05633084,0.02763887,0.02787997,0.00233126
257,0.0003021747,0.0005070288,0.0001398472,0.001193838,1.550944E-05,0.002902766,0.0002403956,0.009770312,0.0007800191,0.02883923,0.003357272,0.008624367,0.005186426,0.003056576,0.001831096,0,0.0003575477,5.201101E-06,0.0001772517,8.014772E-05,0.0001574552,0.001660115,0,0.001497451,1.300386E-09,0.0001624444,8.168843E-05,0.000475505,0.001602057,0.0001780486,1.980319E-05,0.003423149,0.007545406,0.0003594784,0.002577974,0.005979777,0.01781038,0.0006256811,0.002383415,0.0004491661,0.007064146,0.0165044,0.002681418,0.01779748,0.0002915861,0.005937636,0.009603729,0.0001079241,0.0004164912,0.0007311192,5.605777E-06,0.0008909641,0.00762566,0.001150422,0.000101792,3.862379E-07,0.01854801,0.003320763,0.0004512981,0.0095744,0.09108977,0.07661477,0.05608134,0.02794527,0.02744875,0.002326284
258,0.0003047125,0.0005079554,0.0001407767,0.001194553,1.551992E-05,0.002898795,0.0002395564,0.009794216,0.0007911885,0.02902051,0.00338813,0.008647607,0.005272179,0.003062295,0.001839569,0,0.0002983726,5.160187E-06,0.0002025888,8.014742E-05,0.000161104,0.001649558,0,0.001525344,1.370873E-09,0.0001630135,8.171478E-05,0.0004741275,0.00161507,0.0002256298,2.145458E-05,0.003440429,0.007408542,0.0003588179,0.002566587,0.006050166,0.01808519,0.000631547,0.002368567,0.0004539656,0.007337088,0.01668379,0.002701729,0.01796236,0.0002889121,0.005930744,0.009638071,0.0001070169,0.0004165576,0.0007530316,7.844635E-06,0.001192278,0.009367645,0.001705203,0.0001328666,4.080846E-07,0.01901564,0.003364438,0.0004401169,0.009627781,0.09111164,0.07731882,0.05574698,0.02829251,0.02737069,0.002383346
259,0.0003057206,0.0005083362,0.0001414129,0.001195473,1.553327E-05,0.002900596,0.0002389953,0.009842942,0.0008024556,0.02926157,0.003411514,0.008676696,0.00532626,0.003096454,0.001845881,0,0.000287622,5.614894E-06,0.0002541403,7.979432E-05,0.0001679785,0.001653523,0,0.001560858,1.44747E-09,0.0001638116,8.195406E-05,0.0004734494,0.001640005,0.0002371925,2.222468E-05,0.003466439,0.007307928,0.0003608159,0.002586833,0.005860656,0.01781027,0.0006274979,0.002361876,0.0004612021,0.007411758,0.01672048,0.002641994,0.01795313,0.0002867407,0.005930246,0.009731357,0.0001082119,0.0004201889,0.0007320921,1.248477E-05,0.001359863,0.009617168,0.002074596,0.0001478808,3.949756E-07,0.0187065,0.003383377,0.0004359795,0.01024295,0.09286095,0.07930531,0.05602099,0.02763607,0.02786332,0.002504804
260,0.0003062379,0.0005085132,0.0001421132,0.001196786,1.554801E-05,0.002915003,0.000238718,0.009908422,0.0008121813,0.02959074,0.003430622,0.008705234,0.00478546,0.003150684,0.001849158,0,0.000295738,6.531722E-06,0.0002197752,8.086288E-05,0.0001740629,0.001660955,0,0.001590482,1.51727E-09,0.0001652221,8.221754E-05,0.0004735128,0.001665136,0.0002250244,2.201259E-05,0.003482031,0.007236952,0.0003650192,0.002629383,0.005540113,0.01707837,0.0006165045,0.002365563,0.000466452,0.00713508,0.01657041,0.002523971,0.01766698,0.0002850532,0.005934895,0.009825809,0.0001110033,0.0004215654,0.0006507837,2.134752E-05,0.001812043,0.01024777,0.002563677,0.0001761734,3.568342E-07,0.0177878,0.003326465,0.0004406844,0.01125573,0.09557401,0.08099917,0.0567016,0.02645615,0.02842586,0.00264506
261,0.0003063268,0.0005071453,0.0001422771,0.001198206,1.556484E-05,0.002914052,0.0002385169,0.009971137,0.0008191651,0.02982902,0.003458601,0.008700198,0.00442835,0.003206222,0.001854137,0,0.0003343805,8.099142E-06,0.0002187571,8.21511E-05,0.0001796735,0.001664059,0,0.001608451,1.56322E-09,0.0001663768,8.226774E-05,0.0004743468,0.001683248,0.0001925585,2.059935E-05,0.00345822,0.00719131,0.000370482,0.002681735,0.005195942,0.01609518,0.0006045186,0.002381316,0.000470364,0.006727951,0.01620653,0.002394443,0.0170998,0.0002837095,0.00593405,0.009943803,0.0001145297,0.0004220592,0.0005846045,3.518688E-05,0.002619571,0.01114557,0.003067309,0.0002167846,3.146272E-07,0.0167051,0.003235387,0.000452762,0.01254054,0.09824441,0.08002438,0.05781532,0.02506857,0.02844809,0.002780852
262,0.0003080265,0.000504582,0.0001427976,0.001199534,1.558325E-05,0.002935134,0.0002382472,0.0100236,0.0008258054,0.02998933,0.00348452,0.00870004,0.004171728,0.003247207,0.001867798,0,0.0003874121,9.264601E-06,0.0002210755,8.188032E-05,0.000184929,0.001663739,0,0.001619223,1.58537E-09,0.000167459,8.19653E-05,0.0004760476,0.001690916,0.0001532631,1.86481E-05,0.003397041,0.007156289,0.000376518,0.002737693,0.004892262,0.01513472,0.0005929626,0.002395719,0.0004761664,0.006383688,0.01571109,0.002289858,0.01643999,0.0002825235,0.005937401,0.01012357,0.0001181776,0.000425767,0.0005362809,4.827133E-05,0.00369826,0.01200074,0.003514306,0.0002476115,2.774672E-07,0.01578607,0.003190862,0.0004685136,0.01405299,0.1013327,0.07548326,0.05956237,0.0237083,0.02802669,0.002871617
263,0.0003084317,0.0005022382,0.0001435246,0.001200491,1.560326E-05,0.002949496,0.0002376769,0.01005995,0.0008361384,0.03012185,0.003511143,0.008715458,0.004216101,0.003251639,0.001871276,0,0.0004388409,1.002601E-05,0.0002344904,8.080962E-05,0.0001879496,0.001656707,0,0.001640774,1.582144E-09,0.0001686325,8.177408E-05,0.0004786568,0.001708728,0.0001865228,1.7528E-05,0.003380908,0.007090234,0.0003822164,0.002786632,0.004939683,0.01513224,0.0005917847,0.002376107,0.0004833044,0.006477069,0.01563953,0.00229702,0.01629233,0.0002810147,0.005952181,0.01029072,0.0001210929,0.0004296469,0.0005352162,5.353357E-05,0.004741436,0.01256743,0.00389312,0.0002710899,2.770865E-07,0.01609241,0.003211695,0.0004762502,0.01536396,0.1041992,0.07365159,0.06087679,0.02431867,0.02825932,0.002901659
264,0.000309319,0.0003953399,0.000124736,0.001201282,1.774223E-05,0.002706531,0.0002368694,0.01008085,0.0008482186,0.03025936,0.003542644,0.008736718,0.004381207,0.003824345,0.001476204,0,0.0003518413,9.044613E-06,0.0001955395,8.020624E-05,0.0001876934,0.001579804,0,0.001543996,1.587873E-09,0.0001705203,6.564979E-05,0.0004805919,0.001729704,0.0002232371,2.579168E-05,0.003639667,0.007059518,0.0005307657,0.002825169,0.005105407,0.01551097,0.0005966056,0.002348143,0.0004900137,0.006733362,0.01585148,0.00234782,0.01645565,0.0003121399,0.007928257,0.01042291,0.0001232696,0.000432033,0.000564316,5.40708E-05,0.006586991,0.01433434,0.004868253,0.0003450526,2.932908E-07,0.01679332,0.003251607,0.0004817278,0.01960034,0.1178517,0.08997563,0.07256003,0.02559412,0.02878356,0.002865619
265,0.0003114006,0.0003965801,0.0001264245,0.001202069,1.775755E-05,0.002750769,0.0002360293,0.01009721,0.0008609653,0.03042039,0.003579617,0.008759887,0.004566802,0.003801226,0.001490782,0,0.0004270565,8.246269E-06,0.000203302,7.976728E-05,0.0001875614,0.00157737,0,0.001567692,1.57965E-09,0.0001715055,6.605332E-05,0.0004809388,0.001744406,0.0002359609,2.816226E-05,0.003642952,0.006986061,0.0005351395,0.002851475,0.005311223,0.01601609,0.0006033924,0.002328897,0.0004920027,0.007026426,0.01615991,0.002416654,0.01675577,0.0003090118,0.007877224,0.01047042,0.0001249617,0.0004332797,0.0006026205,5.340284E-05,0.007567717,0.01444231,0.00542863,0.0003999999,3.160958E-07,0.01758478,0.003297059,0.0004860063,0.01980076,0.1175525,0.09227005,0.07280398,0.02688413,0.02934947,0.002783549
266,0.0003122296,0.0003987851,0.0001285123,0.001203226,1.77708E-05,0.002795757,0.0002354738,0.01011025,0.0008734453,0.03057412,0.003614086,0.008780926,0.00481199,0.003791698,0.001486221,0,0.0005180642,8.267539E-06,0.0002065502,8.015029E-05,0.0001807698,0.001564459,0,0.001559502,1.539485E-09,0.0001706493,6.616466E-05,0.0004789252,0.001713029,0.0002011868,2.832028E-05,0.003630579,0.006920028,0.0005338874,0.002824388,0.005521066,0.01644453,0.0006103804,0.002328395,0.0004832989,0.007106609,0.01626831,0.002496461,0.01710166,0.0003059171,0.007807407,0.01026593,0.000123792,0.0004313388,0.0006450492,5.62137E-05,0.008118756,0.0147661,0.005939746,0.0004599594,3.40739E-07,0.01796134,0.003351595,0.0004920852,0.01822734,0.1155865,0.09502846,0.07110395,0.02808472,0.02969784,0.002692247
267,0.0003117771,0.0004015743,0.00013025,0.001204654,1.778235E-05,0.002833397,0.00023514,0.01012535,0.0008858792,0.03074714,0.003653968,0.008801721,0.005069692,0.003790347,0.001478442,0,0.0006466577,8.815455E-06,0.0002118945,8.033494E-05,0.0001770595,0.001550028,0,0.001546343,1.495318E-09,0.0001697234,6.614321E-05,0.0004760322,0.001670189,0.0001725674,2.825941E-05,0.003620947,0.006855835,0.0005279225,0.002771091,0.005754421,0.01692231,0.0006171485,0.002337176,0.0004705505,0.007049248,0.01641456,0.002579444,0.01747115,0.0003029944,0.007734327,0.009954037,0.0001207408,0.0004274176,0.0006862144,6.077711E-05,0.008848093,0.01320397,0.005765234,0.0005089461,3.660979E-07,0.01830728,0.003410379,0.0004944157,0.01616033,0.1139071,0.09710635,0.06949692,0.02886911,0.02983077,0.002578297
268,0.0003103011,0.0004032865,0.000130917,0.001206087,1.779286E-05,0.002835692,0.0002348581,0.0101391,0.0008978398,0.03090189,0.003688399,0.008820256,0.005179775,0.003768619,0.001471241,0,0.0007559982,9.472601E-06,0.0002186131,7.99283E-05,0.0001695336,0.001527244,0,0.001520067,1.431183E-09,0.0001688735,6.57331E-05,0.0004730421,0.001616574,0.000140979,2.718531E-05,0.003603133,0.006762001,0.0005156028,0.002686186,0.00598739,0.01737684,0.0006233715,0.002341099,0.0004579868,0.007027874,0.016486,0.002659522,0.01782008,0.0002999495,0.007660345,0.009716338,0.0001159334,0.0004251825,0.0007202756,6.562806E-05,0.01105363,0.0147034,0.006412044,0.0006901501,3.920141E-07,0.01875838,0.003468124,0.0004913042,0.01384203,0.1123907,0.09838337,0.06791338,0.02941883,0.02971535,0.002512242
269,0.0003104224,0.0004062756,0.0001327061,0.001207242,1.780305E-05,0.002827667,0.0002344224,0.01016593,0.0009108171,0.03114066,0.003720333,0.008849081,0.005257934,0.003739427,0.001480944,0,0.000764698,1.02095E-05,0.0002269589,7.972181E-05,0.0001678831,0.001520052,0,0.00152741,1.393492E-09,0.0001680497,6.568187E-05,0.0004704859,0.001591213,0.0001742237,2.869391E-05,0.003610224,0.006674621,0.0005046695,0.00261693,0.006139185,0.01779253,0.0006281314,0.00233667,0.0004576553,0.007240526,0.01668465,0.002717329,0.01811916,0.0002968718,0.007591411,0.009715722,0.0001117449,0.0004250896,0.0007453217,6.88541E-05,0.01110582,0.01358892,0.005749305,0.0008182671,4.153931E-07,0.01925875,0.003514003,0.0004838258,0.0125842,0.111,0.09944827,0.06684282,0.02988479,0.0296665,0.002477876
270,0.0003119583,0.0004086954,0.000134138,0.001208198,1.781375E-05,0.002829213,0.000233923,0.01020403,0.0009223468,0.03135433,0.00375743,0.008863324,0.005375213,0.003722071,0.00149869,0,0.0007119436,1.139527E-05,0.0002350174,7.97856E-05,0.000167454,0.001519498,0,0.001549628,1.400617E-09,0.0001675058,6.601633E-05,0.0004685793,0.001601044,0.0002052346,2.996835E-05,0.0036191,0.006610735,0.0004979403,0.00259894,0.006219878,0.01808594,0.000631506,0.002334016,0.0004634365,0.007527619,0.01688186,0.002749153,0.01829111,0.0002940939,0.007527215,0.009808541,0.0001106424,0.0004266178,0.0007684982,7.108619E-05,0.01008912,0.01308362,0.00487522,0.0009286773,4.393555E-07,0.01976633,0.003565061,0.0004770164,0.0123781,0.1098032,0.1008224,0.065827,0.03012076,0.02966499,0.002496683
271,0.0003141159,0.0004121432,0.0001362022,0.001209398,1.78272E-05,0.002857071,0.0002336649,0.01025813,0.0009349655,0.03163003,0.003799355,0.008882885,0.005414638,0.003741196,0.001513807,0,0.0006704574,1.221894E-05,0.0002204284,8.048555E-05,0.0001709712,0.001530851,0,0.001576926,1.446103E-09,0.0001678737,6.652478E-05,0.0004679331,0.001625146,0.0002049604,2.940003E-05,0.003631669,0.006574857,0.0004971023,0.002625331,0.006003763,0.01770111,0.0006272794,0.002343881,0.0004708897,0.007633423,0.01679833,0.002676578,0.01809418,0.0002919091,0.007473508,0.009908997,0.0001123352,0.0004291827,0.000750891,7.254396E-05,0.008705416,0.01289731,0.003903814,0.0009530731,4.182551E-07,0.01929133,0.003603233,0.0004777213,0.01303833,0.1097572,0.1024007,0.06550092,0.02921727,0.02988994,0.002578605
272,0.0003164915,0.0004160769,0.0001381465,0.001210954,1.784201E-05,0.002884659,0.0002336164,0.01032643,0.0009471484,0.03199475,0.003839229,0.008905455,0.004735702,0.003776512,0.001528539,0,0.0006315527,9.294471E-06,0.0001955036,8.188716E-05,0.0001744682,0.001543228,0,0.001595869,1.490383E-09,0.0001685449,6.699852E-05,0.0004684358,0.00164495,0.0001844816,2.74699E-05,0.003624386,0.006558735,0.0005000801,0.002673971,0.005653023,0.01686103,0.0006159791,0.002365225,0.0004762484,0.007326863,0.01646565,0.002542956,0.01758249,0.0002902021,0.007426417,0.009979605,0.0001155967,0.0004292201,0.0006591142,7.138051E-05,0.007735319,0.01256701,0.003175298,0.0009229396,3.703945E-07,0.01818809,0.003570914,0.0004855908,0.01422505,0.1104017,0.1024035,0.0657743,0.02778408,0.03001833,0.002695769
