TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (0-1)|King mackerel (0-1yr)","King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (0-3yr)|Red grouper (0-3yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
1,0.0005820993,0.0001106966,9.09803E-05,0.001028147,1.41818E-06,0.003575829,0.000244841,0.003696035,2.708939E-05,0.002993147,0.0007517507,0.005756177,0.005566649,0.004487289,0.001658572,0,0.001584753,1.412407E-05,0.0001902466,6.834531E-05,0.0001989481,0.001483711,0,0.001724031,2.210931E-09,0.0003918119,4.353621E-05,0.0005389758,0.001838469,0.0002304805,0.0005786716,0.003148404,0.005753724,0.0008515589,0.003019025,0.006417119,0.01866788,0.0005064195,0.002215901,0.0004534744,0.00664708,0.01575186,0.003232554,0.01623851,3.713651E-05,0.005936139,0.0108056,0.0001328621,0.0004449411,0.0005246169,0.0001992021,0.01299231,0.006427045,0.0006546635,4.059313E-05,2.903963E-07,0.01986937,0.003892557,0.0005184555,0.01818898,0.1207534,0.05643777,0.08682941,0.02652897,0.03123755,0.00275817
2,0.000582289,0.0001106104,9.155132E-05,0.001028214,1.417113E-06,0.003621373,0.0002448038,0.003708962,2.758477E-05,0.003025354,0.0007524395,0.005773681,0.00585177,0.004481794,0.001644306,0,0.001482058,1.411947E-05,0.0002061339,6.863402E-05,0.0001932419,0.001476075,0,0.001700885,2.181592E-09,0.000402273,4.202114E-05,0.0005369463,0.001794795,0.0001970116,0.0005743313,0.003136389,0.005754796,0.0008457587,0.002963831,0.006686079,0.01923309,0.0005152487,0.002214162,0.0004448018,0.006755676,0.01592926,0.003343275,0.01662468,3.698998E-05,0.005918513,0.01055984,0.0001299769,0.0004423138,0.0005656558,0.0001733319,0.01324892,0.006452897,0.0006158074,4.27834E-05,3.128477E-07,0.02021871,0.003929022,0.0005195572,0.01623545,0.1189689,0.05763429,0.08496512,0.02755618,0.03133963,0.002634896
3,0.0005800953,0.0001106903,9.219223E-05,0.001028529,1.415961E-06,0.00364772,0.0002450166,0.003723319,2.805453E-05,0.003060052,0.0007540495,0.005790755,0.006101716,0.004471106,0.001622263,0,0.001590951,1.405875E-05,0.0002167982,6.875929E-05,0.0001878731,0.001464021,0,0.001665542,2.108517E-09,0.0003984706,4.123097E-05,0.0005342764,0.001738745,0.0001615992,0.000557269,0.003120871,0.005755919,0.0008305831,0.002880057,0.006959361,0.01979053,0.0005239305,0.002219281,0.0004323239,0.006727812,0.01608056,0.003454619,0.01702096,3.689999E-05,0.005920635,0.01024202,0.0001254504,0.0004379073,0.0006052336,0.0001576606,0.01584241,0.007572158,0.0006593817,5.185032E-05,3.361988E-07,0.02054692,0.003969453,0.0005167946,0.01406648,0.1170332,0.05825247,0.08292484,0.02827881,0.03112951,0.002517853
4,0.0005779885,0.0001108354,9.268468E-05,0.001028697,1.414752E-06,0.00361976,0.0002451109,0.003739281,2.852807E-05,0.003098246,0.0007559415,0.005808797,0.006172174,0.004453397,0.001615724,0,0.001742906,1.389616E-05,0.0002259825,6.862759E-05,0.0001859277,0.001456077,0,0.001644793,2.053438E-09,0.0003956318,4.112628E-05,0.0005316502,0.001698641,0.0001552112,0.0005645139,0.003118478,0.005747946,0.0008145435,0.00279775,0.007189997,0.02028653,0.0005324513,0.002220626,0.0004206472,0.006785468,0.01630202,0.003550112,0.01737941,3.681108E-05,0.005925223,0.01009077,0.0001208312,0.0004367012,0.0006371847,0.0001426504,0.01898118,0.009073869,0.0007282977,6.443776E-05,3.603223E-07,0.02101757,0.004006975,0.0005073859,0.01239984,0.1150109,0.05828062,0.08203046,0.02869536,0.03078062,0.002431057
5,0.0005790505,0.0001111456,9.334047E-05,0.001028586,1.41351E-06,0.003596616,0.0002449889,0.003756997,2.900519E-05,0.003140257,0.000758266,0.005827466,0.006263711,0.004436396,0.001624813,0,0.001758171,1.351403E-05,0.0002368219,6.886449E-05,0.0001854436,0.001455648,0,0.001656224,2.047625E-09,0.0003933706,4.17395E-05,0.0005293229,0.001692179,0.0001998064,0.0006073487,0.00312338,0.005732823,0.0008028337,0.002744661,0.007358633,0.02073492,0.0005408786,0.00221853,0.0004188438,0.00702754,0.01654258,0.003624932,0.01768473,3.672564E-05,0.005929212,0.01010222,0.0001172986,0.0004371978,0.0006655422,0.0001295983,0.018491,0.009048413,0.000720073,7.194566E-05,3.839939E-07,0.0215332,0.0040412,0.0004951032,0.01165878,0.1131793,0.05817108,0.08134268,0.02911426,0.03040829,0.002397918
6,0.000582478,0.0001117667,9.430293E-05,0.001028371,1.412262E-06,0.003602738,0.0002448292,0.003779366,2.95575E-05,0.003193372,0.0007604745,0.005852751,0.006422149,0.004422508,0.001636899,0,0.001755188,1.538283E-05,0.0002629087,6.938017E-05,0.0001867227,0.001458906,0,0.001674195,2.073148E-09,0.0003914916,4.267155E-05,0.000527424,0.001708952,0.0002348941,0.0006397145,0.003129107,0.005718497,0.000796637,0.002734676,0.007392866,0.02102698,0.0005484382,0.002216496,0.000423826,0.007317081,0.01678139,0.003640912,0.01791567,3.665506E-05,0.005934346,0.01016198,0.0001163251,0.0004374126,0.0006904944,0.000119547,0.01763877,0.008986156,0.0007145676,7.926874E-05,4.059839E-07,0.02206311,0.004068564,0.0004849539,0.01164941,0.1123341,0.05850513,0.08070686,0.0292567,0.03018844,0.002426345
7,0.0005855166,0.0001124322,9.498754E-05,0.001028508,1.411228E-06,0.003612442,0.0002449473,0.003813052,3.005219E-05,0.003252956,0.0007623205,0.005884751,0.006252278,0.004427552,0.001647879,0,0.001782394,1.456172E-05,0.0002664345,6.988835E-05,0.0001911038,0.001473411,0,0.001700565,2.118933E-09,0.0003912736,4.377659E-05,0.000526382,0.001736385,0.0002415444,0.0006517575,0.003145436,0.005714155,0.0007966396,0.002759976,0.007080858,0.02055694,0.0005406983,0.002220744,0.0004307473,0.007296809,0.01683349,0.003520254,0.01788481,3.662309E-05,0.005943305,0.01025075,0.0001176474,0.0004401232,0.0006514625,0.0001142457,0.01691119,0.008961347,0.0007201302,8.652341E-05,3.827894E-07,0.02137575,0.004073707,0.0004826343,0.01225678,0.113264,0.0592684,0.08114661,0.02832986,0.0304092,0.002519539
8,0.0005847706,0.0001126381,9.50549E-05,0.001028971,1.410332E-06,0.003598999,0.0002452657,0.00384731,3.021093E-05,0.003301839,0.0007626413,0.005899308,0.005611115,0.004444407,0.001648325,0,0.00177816,1.087553E-05,0.000246456,7.095157E-05,0.0001952895,0.001486454,0,0.001720282,2.151396E-09,0.0003891936,4.481386E-05,0.0005260418,0.001765647,0.0002305656,0.0006451494,0.003150645,0.005720164,0.0008007307,0.002804156,0.006661264,0.01972925,0.0005297215,0.002231627,0.00043516,0.006927509,0.01674632,0.003342348,0.0176544,3.663264E-05,0.00595597,0.01032248,0.0001203548,0.0004401087,0.0005816442,0.0001141749,0.01764413,0.009071584,0.0007518161,9.588416E-05,3.416354E-07,0.02023367,0.004011886,0.000486765,0.01326795,0.1150009,0.05985418,0.08200956,0.02702418,0.03082422,0.002645439
9,0.0005820136,0.0001121462,9.472456E-05,0.001029687,1.40961E-06,0.00356765,0.0002457222,0.00387378,3.010047E-05,0.003333028,0.0007607586,0.005881281,0.005102158,0.004462544,0.001642165,0,0.001768428,9.3827E-06,0.0001603673,7.254218E-05,0.0001998219,0.001495953,0,0.001730158,2.172716E-09,0.0003859442,4.558435E-05,0.0005263182,0.001790625,0.0002069213,0.0006145901,0.003136043,0.005733846,0.0008074144,0.002858342,0.006231621,0.01868375,0.0005190484,0.00224926,0.0004370017,0.006471582,0.01647537,0.003150918,0.01720066,3.667076E-05,0.005968454,0.01037704,0.0001239354,0.0004368419,0.0005242132,0.000119314,0.01780823,0.008565878,0.0007420692,9.842135E-05,2.99529E-07,0.01897282,0.003905134,0.0004973021,0.01460688,0.1164792,0.05967302,0.08287887,0.0256242,0.03097822,0.002769992
10,0.0005800346,0.0001112147,9.422555E-05,0.001030164,1.409016E-06,0.003541945,0.0002460047,0.003893967,3.016961E-05,0.003356718,0.0007585191,0.005869278,0.004803749,0.004467889,0.001645648,0,0.001726327,9.260138E-06,0.0001279233,7.199281E-05,0.0002042102,0.001501114,0,0.001728788,2.183701E-09,0.0003845534,4.557139E-05,0.0005276094,0.001799217,0.000167206,0.000553002,0.00307037,0.005754444,0.0008160263,0.002915816,0.005819535,0.01753723,0.0005086013,0.002264336,0.0004413952,0.006083516,0.01596092,0.002982139,0.01652185,3.670577E-05,0.005976279,0.01051905,0.0001277275,0.0004378576,0.0004702031,0.0001289776,0.01649491,0.007718825,0.0007188216,9.718662E-05,2.58748E-07,0.01778807,0.003831943,0.0005117265,0.01628709,0.1184001,0.05652473,0.0847575,0.02417167,0.03036185,0.002862735
11,0.000578029,0.0001104641,9.394345E-05,0.001030246,1.408503E-06,0.003527963,0.0002460125,0.003912957,3.058783E-05,0.003383609,0.0007569349,0.005877058,0.0048868,0.004451836,0.001652129,0,0.001619058,1.16302E-05,0.0001031273,7.060003E-05,0.0002064486,0.001502614,0,0.001741137,2.174109E-09,0.0003838902,4.571264E-05,0.0005297074,0.001817188,0.0001717017,0.0004910188,0.003026998,0.00576701,0.0008247983,0.002969227,0.005806445,0.01735074,0.0005043363,0.002259523,0.0004483618,0.006108383,0.01562872,0.002962832,0.01614541,3.6732E-05,0.005990129,0.01067954,0.0001310494,0.0004418551,0.0004605872,0.0001360505,0.01529612,0.006606008,0.0006427068,8.711323E-05,2.528211E-07,0.01804206,0.003833237,0.0005173606,0.0179893,0.1206498,0.05460127,0.08654316,0.02430101,0.03045817,0.002893161
12,0.0005761941,0.0001282432,0.0004275259,0.001030044,2.222827E-06,0.004362502,0.000245707,0.003926204,3.117457E-05,0.003412562,0.0007560443,0.005891962,0.005086524,0.002849136,0.001444387,0,0.00140817,1.297422E-05,0.0001898772,6.968893E-05,0.000204981,0.001424208,0,0.001749702,2.179183E-09,0.001238642,0.0001534377,0.0005315769,0.001839929,0.0002198,0.0004774597,0.003143183,0.006308213,0.0007883403,0.003013422,0.005988311,0.01773542,0.0005094727,0.00224416,0.0004552953,0.006356431,0.01575561,0.003022602,0.01623228,0.0003292045,0.01254849,0.01080493,0.0001333334,0.0004443768,0.0004871399,0.0001373744,0.01054976,0.004909598,0.0004483956,6.110516E-05,2.684041E-07,0.01880464,0.003857667,0.0005181235,0.01903075,0.1252627,0.05009858,0.08969367,0.02537044,0.03086595,0.002852844
13,0.00057702,0.0001277783,0.0004236097,0.001029832,2.221497E-06,0.004397766,0.0002453573,0.003936965,3.177857E-05,0.003443728,0.0007561435,0.005908992,0.005325037,0.002853678,0.001451496,0,0.001322114,1.390927E-05,0.0002295653,6.932329E-05,0.0002021527,0.001425107,0,0.001754597,2.171561E-09,0.001186168,0.0001399217,0.0005315386,0.001835207,0.000224724,0.0005113417,0.003142374,0.006296383,0.0007935965,0.003015812,0.006245787,0.01831059,0.0005175772,0.002230617,0.0004552625,0.006635949,0.01601231,0.003114711,0.01653012,0.0003262345,0.0123694,0.01079782,0.0001335916,0.0004455808,0.0005257975,0.0001282463,0.01062666,0.005167443,0.0004324687,5.984969E-05,2.916863E-07,0.01953709,0.003884956,0.0005186404,0.01819709,0.1245051,0.05132208,0.08942615,0.02653671,0.03125358,0.002758071
14,0.0005773958,0.0001276783,0.0004214249,0.001029957,2.219998E-06,0.004438695,0.0002453252,0.003948127,3.235699E-05,0.003478532,0.0007574921,0.005926044,0.005603435,0.002869248,0.001442566,0,0.001247485,1.450705E-05,0.0002524839,6.959979E-05,0.0001963537,0.001419968,0,0.001729385,2.14454E-09,0.00116453,0.0001223187,0.0005296234,0.001791044,0.0001921348,0.0005086252,0.003129691,0.006292533,0.0007892059,0.002960402,0.006513111,0.01887531,0.0005262559,0.002228569,0.0004464892,0.006744245,0.01618395,0.003224489,0.01691182,0.0003226022,0.01213494,0.01055206,0.0001306574,0.0004427224,0.0005667028,0.0001114975,0.01051304,0.005560167,0.0004154516,5.780035E-05,3.142262E-07,0.01989087,0.00391666,0.0005197975,0.01624398,0.1221134,0.05247194,0.08741812,0.02756267,0.03135514,0.002634478
15,0.0005753717,0.0001277637,0.0004181832,0.001030329,2.21836E-06,0.004451204,0.0002455422,0.003960625,3.290526E-05,0.003516039,0.0007597607,0.005942666,0.00584844,0.002886739,0.001427497,0,0.001233385,1.487579E-05,0.000264799,6.971072E-05,0.0001908372,0.001410563,0,0.001690927,2.074609E-09,0.001135812,0.0001060873,0.0005270772,0.001734416,0.0001576893,0.0004946552,0.00311283,0.006287187,0.0007761755,0.002876353,0.006784631,0.01943197,0.0005347794,0.002233309,0.0004338791,0.006715562,0.01632905,0.00333493,0.01730244,0.0003187599,0.01189112,0.01023312,0.0001260638,0.0004379399,0.0006060052,9.161542E-05,0.01149199,0.006723302,0.0004346888,5.943888E-05,3.376176E-07,0.02022324,0.003950044,0.000517082,0.01407466,0.1195191,0.05310698,0.08520829,0.02828428,0.03114247,0.002516768
16,0.0005734303,0.0001279232,0.0004139384,0.001030545,2.216628E-06,0.004396692,0.0002456378,0.003974522,3.345725E-05,0.003557308,0.0007623024,0.005960266,0.005920616,0.002900486,0.00142606,0,0.001190081,1.499478E-05,0.0002707907,6.955933E-05,0.0001887899,0.001405098,0,0.001668102,2.022226E-09,0.001109113,9.360036E-05,0.0005245714,0.001693897,0.0001516698,0.0005023309,0.0031093,0.006271391,0.0007623439,0.00279375,0.007014311,0.01992759,0.0005431452,0.002234085,0.0004220165,0.006771307,0.01654538,0.003429916,0.01765315,0.0003147887,0.01164981,0.01008038,0.0001213586,0.00043615,0.0006374408,7.257581E-05,0.01194169,0.007828399,0.000453789,6.038545E-05,3.616426E-07,0.0206934,0.003975996,0.000507686,0.0124078,0.1169022,0.05319832,0.08417356,0.02869971,0.03078987,0.002429305
17,0.0005746787,0.000128275,0.0004104177,0.001030478,2.214842E-06,0.004348803,0.0002455121,0.003989906,3.401292E-05,0.003602643,0.0007652735,0.005978483,0.006012915,0.002914148,0.001438294,0,0.001052124,1.491434E-05,0.0002731183,6.978196E-05,0.0001882706,0.001406931,0,0.001679575,2.017871E-09,0.001084644,8.497096E-05,0.0005223534,0.00168743,0.0001956237,0.0005418485,0.003113361,0.006247615,0.0007525538,0.002740451,0.007183184,0.02037606,0.0005514305,0.002231184,0.0004200259,0.007009545,0.01678086,0.003504756,0.01794902,0.0003108881,0.01141917,0.01009023,0.0001177231,0.000435931,0.0006650606,5.721787E-05,0.01000378,0.007349588,0.0004137804,5.34902E-05,3.85137E-07,0.02120674,0.003992044,0.0004953889,0.01166511,0.1145579,0.05315381,0.08335773,0.02911721,0.03041365,0.002395718
18,0.0005783016,0.0001289902,0.0004082901,0.001030295,2.213048E-06,0.004337075,0.0002453457,0.004010253,3.465377E-05,0.003660454,0.000768125,0.006003492,0.00616928,0.00292901,0.001452995,0,0.0009561845,1.494999E-05,0.000274117,7.028698E-05,0.0001895994,0.001412266,0,0.001697945,2.044016E-09,0.001061799,7.871231E-05,0.0005205511,0.00170446,0.0002300707,0.0005717998,0.003118376,0.006224906,0.0007479176,0.002730377,0.007220135,0.02067134,0.000558864,0.00222821,0.0004248412,0.007294823,0.01701433,0.003522252,0.0181692,0.000307214,0.01120592,0.01014841,0.0001166466,0.0004354452,0.0006892009,4.602209E-05,0.008504086,0.007049692,0.0003891364,4.851841E-05,4.069012E-07,0.02173441,0.004000362,0.0004851912,0.01165344,0.113296,0.05350504,0.08260104,0.02925834,0.03019044,0.002423848
19,0.0005814936,0.0001297532,0.0004050087,0.001030456,2.211597E-06,0.004330403,0.0002454543,0.004042878,3.522813E-05,0.003725752,0.0007705908,0.00603537,0.006005256,0.002955492,0.00146651,0,0.0009133492,1.243848E-05,0.0002540839,7.077822E-05,0.0001940802,0.001428218,0,0.001724717,2.090256E-09,0.001042536,7.395159E-05,0.0005195841,0.001732253,0.0002363938,0.0005832597,0.003133703,0.006213435,0.0007490937,0.002755602,0.00691512,0.02021336,0.0005510325,0.002231474,0.0004316093,0.007271105,0.0170594,0.003405488,0.01812622,0.0003039772,0.01101467,0.01023589,0.0001178984,0.0004375443,0.0006491953,3.811819E-05,0.007337371,0.006877644,0.0003772952,4.532112E-05,3.833147E-07,0.02105571,0.003988259,0.000482774,0.01225884,0.1138971,0.05424408,0.08294535,0.02833154,0.03040903,0.002516826
20,0.0005808065,0.0001299715,0.000399176,0.001030935,2.210367E-06,0.004296518,0.0002457581,0.00407705,3.541645E-05,0.003779517,0.0007714632,0.006049315,0.005385991,0.00298934,0.001470351,0,0.0008785315,8.545066E-06,0.000222545,7.182814E-05,0.0001983452,0.001442728,0,0.001744428,2.123494E-09,0.001019794,6.978191E-05,0.0005193006,0.001761943,0.0002255776,0.0005779252,0.003137974,0.006213565,0.0007541017,0.002799667,0.006503924,0.01940089,0.0005399961,0.002241384,0.0004358859,0.00689981,0.01696451,0.00323254,0.01788207,0.0003011858,0.01084299,0.01030681,0.0001205609,0.0004370934,0.0005785609,3.25643E-05,0.006519191,0.006779336,0.0003718272,4.343879E-05,3.41893E-07,0.01992686,0.003912597,0.000486802,0.01326913,0.1153715,0.05481885,0.08372745,0.02702627,0.03082427,0.002642854
21,0.000578068,0.00012937,0.0003918577,0.00103166,2.209403E-06,0.004241982,0.0002461967,0.004104124,3.529177E-05,0.003813923,0.0007700701,0.006029826,0.004895058,0.003023747,0.001468052,0,0.0008355826,5.845133E-06,0.000121952,7.341331E-05,0.0002029419,0.001453822,0,0.001753778,2.145967E-09,0.0009953544,6.563701E-05,0.0005196196,0.001787269,0.0002024858,0.0005510362,0.00312241,0.006222409,0.0007615515,0.002853679,0.006082709,0.01837174,0.0005292881,0.002258091,0.0004376219,0.006443756,0.01668534,0.003046429,0.01741396,0.0002987221,0.01068176,0.01036103,0.0001241112,0.0004335991,0.0005208071,2.871285E-05,0.005221232,0.005775856,0.0003206559,3.672915E-05,2.996856E-07,0.01868066,0.003797132,0.0004972342,0.01460755,0.1166341,0.05469033,0.08452312,0.0256268,0.03098148,0.002768078
22,0.0005761157,0.0001282585,0.0003841762,0.001032141,2.208646E-06,0.004195848,0.0002464635,0.004124822,3.537789E-05,0.00383974,0.0007683429,0.00601656,0.004608403,0.00304893,0.001474091,0,0.0007832912,3.693607E-06,7.730591E-05,7.283287E-05,0.0002073654,0.001460614,0,0.001750877,2.158557E-09,0.0009777113,6.057773E-05,0.0005209389,0.001796023,0.0001639246,0.0004964705,0.003055427,0.006239146,0.0007708084,0.002910961,0.005678711,0.01724139,0.0005187893,0.002272299,0.0004419862,0.006056874,0.01616272,0.002882504,0.01672214,0.0002963301,0.01052444,0.01050342,0.0001278779,0.0004346123,0.0004669932,2.525399E-05,0.003482456,0.003927765,0.0002310605,2.646087E-05,2.58903E-07,0.01751021,0.003721481,0.0005115255,0.01628739,0.1184005,0.0518476,0.08635227,0.02417472,0.03037198,0.002861709
23,0.000574131,0.0001273638,0.0003776856,0.00103222,2.208012E-06,0.004164755,0.0002464571,0.00414433,3.586816E-05,0.003868977,0.000767307,0.006023563,0.004691793,0.003059293,0.00148265,0,0.0007355618,3.811662E-06,7.363821E-05,7.139989E-05,0.000209573,0.001463899,0,0.001762213,2.150893E-09,0.0009632857,5.669698E-05,0.0005230532,0.001814286,0.0001693088,0.0004416814,0.00301175,0.006247528,0.0007802095,0.002964263,0.005668058,0.01706021,0.0005144827,0.002266756,0.0004490055,0.006082887,0.01582579,0.002865164,0.01633792,0.0002939591,0.01038845,0.01066574,0.0001311688,0.0004388736,0.0004575824,2.149639E-05,0.002632152,0.003255264,0.0002002877,2.251754E-05,2.531252E-07,0.01776579,0.003725647,0.0005170857,0.01799213,0.1205441,0.05012292,0.08810234,0.02430321,0.03047824,0.002893377
24,0.0005448444,0.0001448182,0.0003137676,0.001032018,2.501333E-06,0.003970666,0.0002461383,0.004158099,3.655337E-05,0.003900557,0.0007669849,0.006037916,0.004887241,0.007392193,0.002357695,0,0.0008770264,3.517781E-06,0.0001278637,7.045548E-05,0.0002080533,0.001851401,0,0.001761636,2.158141E-09,0.001725805,3.852497E-05,0.0005249453,0.001837402,0.0002161966,0.0004125138,0.002451514,0.01035243,0.0007985233,0.003008434,0.005848879,0.01744349,0.0005195082,0.002250702,0.0004560842,0.006332788,0.01595126,0.002924901,0.01642129,0.0003714433,0.01115126,0.0107949,0.0001334365,0.0004420359,0.000484284,1.727044E-05,0.003222349,0.004195453,0.0002716036,2.800992E-05,2.690273E-07,0.01852653,0.003757514,0.000517833,0.01914584,0.1168048,0.05304431,0.08672229,0.02537114,0.03089779,0.002854435
25,0.0005457184,0.0001442702,0.0003109015,0.001031803,2.500016E-06,0.004005246,0.0002457782,0.004169415,3.725813E-05,0.003934704,0.0007676624,0.006054496,0.00512036,0.007280316,0.002343786,0,0.000852365,2.97508E-06,0.0001386777,7.006391E-05,0.0002051535,0.001838987,0,0.001765532,2.152631E-09,0.001659073,3.833344E-05,0.0005249491,0.001832744,0.0002207923,0.0004421157,0.002469501,0.0102744,0.0008039974,0.003010831,0.006104029,0.01801537,0.0005274582,0.002236557,0.0004562835,0.006616217,0.01620602,0.003016214,0.01671794,0.0003670038,0.01099117,0.01079316,0.000133703,0.0004441854,0.0005231929,1.455124E-05,0.00281985,0.004055254,0.0002896342,2.806783E-05,2.927692E-07,0.01925994,0.00379574,0.0005183636,0.01833206,0.1172387,0.05427449,0.0866183,0.02653608,0.03129779,0.002761174
26,0.0005461913,0.000144139,0.0003106116,0.001031933,2.498505E-06,0.004048999,0.0002457412,0.004181356,3.793298E-05,0.003973021,0.0007696113,0.006071141,0.005392089,0.007150379,0.002297088,0,0.0009187316,2.724795E-06,0.000145871,7.032578E-05,0.0001992251,0.001816723,0,0.001737847,2.128025E-09,0.001605968,3.734709E-05,0.0005231003,0.00178845,0.0001892854,0.0004403409,0.002480518,0.01019561,0.0007994003,0.002955642,0.006369215,0.01857802,0.0005359576,0.002234074,0.0004477769,0.006730218,0.01637483,0.00312492,0.01709892,0.000362517,0.01083064,0.01055348,0.0001308092,0.0004424508,0.0005644168,1.307836E-05,0.002448766,0.004049289,0.0003326784,3.042495E-05,3.158553E-07,0.01962026,0.003839288,0.0005195255,0.01639632,0.1162401,0.05540404,0.08488076,0.02756102,0.0314115,0.00263946
27,0.0005443842,0.0001442207,0.0003098836,0.001032314,2.496837E-06,0.004068302,0.0002459603,0.004194778,3.857285E-05,0.00401441,0.0007724992,0.006087398,0.005632384,0.007019473,0.002241308,0,0.001043383,2.76357E-06,0.0001628549,7.04232E-05,0.0001935897,0.001788887,0,0.001696577,2.060751E-09,0.001544621,3.597591E-05,0.0005206317,0.001731711,0.0001559431,0.0004289984,0.002488027,0.0101125,0.0007860037,0.002872022,0.006638756,0.01913294,0.0005442924,0.002238532,0.0004354201,0.006707763,0.01651747,0.003234327,0.01748949,0.0003580369,0.01067231,0.01024097,0.0001262671,0.0004388779,0.0006041368,1.163801E-05,0.001599908,0.002573802,0.0003024132,3.069937E-05,3.398624E-07,0.0199602,0.003884318,0.0005168231,0.01423993,0.1148889,0.05598993,0.08294664,0.02828198,0.0312095,0.00252326
28,0.0005426559,0.0001443895,0.0003084642,0.001032544,2.495066E-06,0.004027409,0.0002460677,0.004209892,3.92164E-05,0.004060107,0.0007756905,0.006104684,0.005706445,0.00688614,0.002209055,0,0.00124201,3.122382E-06,0.0001796237,7.025857E-05,0.0001915001,0.00176688,0,0.001671686,2.010765E-09,0.001488346,3.525936E-05,0.0005182117,0.001691316,0.0001503625,0.000436344,0.002505646,0.01001526,0.00077184,0.002790074,0.006867605,0.0196284,0.0005524672,0.002239287,0.0004238701,0.006771134,0.01673328,0.003328766,0.01784148,0.0003535064,0.01051465,0.01009543,0.0001216405,0.0004383805,0.0006361821,1.028034E-05,0.001279441,0.001401698,0.0002949809,3.179111E-05,3.645108E-07,0.02043548,0.003925403,0.0005074528,0.01258794,0.1133313,0.05601304,0.08213992,0.0286968,0.03086543,0.002436454
29,0.0005439948,0.0001447799,0.0003075398,0.001032502,2.493233E-06,0.003992893,0.0002459701,0.004226916,3.986375E-05,0.004110577,0.0007793444,0.006122654,0.005800705,0.006762084,0.002199647,0,0.0009311858,3.633905E-06,0.0001951021,7.047794E-05,0.0001910097,0.001755085,0,0.001682319,2.008602E-09,0.001437293,3.555101E-05,0.0005160859,0.001685366,0.000193471,0.000471141,0.002528762,0.009909733,0.0007618225,0.002737611,0.007037071,0.02007785,0.0005605625,0.002236684,0.000422238,0.007016173,0.01696897,0.003403599,0.01813903,0.0003490922,0.01036141,0.01011265,0.0001181088,0.0004394572,0.0006645989,9.562125E-06,0.001080259,0.001484827,0.0002737164,2.571169E-05,3.886356E-07,0.02095312,0.003963035,0.0004951851,0.0118564,0.1118779,0.05590453,0.08152872,0.0291135,0.0304947,0.002402285
